start_location,end_location,time_road
DE27,ITI3,11
DE27,ITI4,13
DE27,LT00,25
DE27,LU00,7
DE27,LV00,28
DE27,MT00,29
DE27,NL11,11
DE27,NL12,11
DE27,NL13,11
DE27,NL21,10
DE27,NL22,10
DE27,NL23,10
DE27,NL31,10
DE27,NL32,11
DE27,NL33,11
DE27,NL34,10
DE27,NL41,10
DE27,NL42,8
DE27,PL11,15
DE27,PL12,16
DE27,PL21,14
DE27,PL22,13
DE27,PL31,19
DE27,PL32,16
DE27,PL33,17
DE27,PL34,19
DE27,PL41,14
DE27,PL42,13
DE27,PL43,11
DE27,PL51,11
DE27,PL52,13
DE27,PL61,15
DE27,PL62,20
DE27,PL63,18
DE27,PT11,29
DE27,PT15,34
DE27,PT16,29
DE27,PT17,31
DE27,PT18,31
DE27,PT20,96
DE27,PT30,73
DE27,RO11,20
DE27,RO12,21
DE27,RO21,26
DE27,RO22,26
DE27,RO31,23
DE27,RO32,23
DE27,RO41,21
DE27,RO42,17
DE27,SE11,23
DE27,SE12,23
DE27,SE21,20
DE27,SE22,17
DE27,SE23,20
DE27,SE31,24
DE27,SE32,29
DE27,SE33,34
DE27,SI01,10
DE27,SI02,9
DE27,SK01,10
DE27,SK02,11
DE27,SK03,12
DE27,SK04,16
DE27,UKC1,20
DE27,UKC2,20
DE27,UKD1,21
DE27,UKD3,20
DE27,UKD4,20
DE27,UKD6,19
DE27,UKD7,19
DE27,UKE1,19
DE27,UKE2,20
DE27,UKE3,19
DE27,UKE4,19
DE27,UKF1,19
DE27,UKF2,18
DE27,UKF3,18
DE27,UKG1,18
DE27,UKG2,18
DE27,UKG3,18
DE27,UKH1,17
DE27,UKH2,16
DE27,UKH3,16
DE27,UKI1,17
DE27,UKI2,16
DE27,UKJ1,17
DE27,UKJ2,16
DE27,UKJ3,17
DE27,UKJ4,15
DE27,UKK1,18
DE27,UKK2,18
DE27,UKK3,20
DE27,UKK4,19
DE27,UKL1,19
DE27,UKL2,19
DE27,UKM2,23
DE27,UKM3,23
DE27,UKM5,26
DE27,UKM6,27
DE27,UKN0,27
DE30,AT11,11
DE30,AT12,11
DE30,AT13,11
DE30,AT21,15
DE30,AT22,13
DE30,AT31,11
DE30,AT32,11
DE30,AT33,11
DE30,AT34,11
DE30,BE10,10
DE30,BE21,10
DE30,BE22,10
DE30,BE23,11
DE30,BE24,11
DE30,BE25,11
DE30,BE31,11
DE30,BE32,11
DE30,BE33,10
DE30,BE34,11
DE30,BE35,11
DE30,BG31,25
DE30,BG32,27
DE30,BG33,29
DE30,BG34,31
DE30,BG41,28
DE30,BG42,29
DE30,CY00,51
DE30,CZ01,6
DE30,CZ02,6
DE30,CZ03,8
DE30,CZ04,5
DE30,CZ05,7
DE30,CZ06,8
DE30,CZ07,10
DE30,CZ08,9
DE30,DE11,9
DE30,DE12,10
DE30,DE13,11
DE30,DE14,10
DE30,DE21,9
DE30,DE22,9
DE30,DE23,7
DE30,DE24,6
DE30,DE25,7
DE30,DE26,8
DE30,DE27,9
DE30,DE30,1
DE30,DE40,2
DE30,DE50,6
DE30,DE60,5
DE30,DE71,9
DE30,DE72,8
DE30,DE73,6
DE30,DE80,4
DE30,DE91,4
DE30,DE92,5
DE30,DE93,6
DE30,DE94,7
DE30,DEA1,8
DE30,DEA2,8
DE30,DEA3,8
DE30,DEA4,6
DE30,DEA5,8
DE30,DEB1,9
DE30,DEB2,10
DE30,DEB3,9
DE30,DEC0,11
DE30,DED2,4
DE30,DED4,5
DE30,DED5,4
DE30,DEE0,4
DE30,DEF0,6
DE30,DEG0,5
DE30,DK01,10
DE30,DK02,9
DE30,DK03,8
DE30,DK04,9
DE30,DK05,11
DE30,EE00,26
DE30,EL11,29
DE30,EL12,27
DE30,EL13,28
DE30,EL14,29
DE30,EL21,29
DE30,EL22,35
DE30,EL23,32
DE30,EL24,31
DE30,EL25,34
DE30,EL30,32
DE30,EL41,39
DE30,EL42,43
DE30,EL43,47
DE30,ES11,34
DE30,ES12,30
DE30,ES13,27
DE30,ES21,26
DE30,ES22,26
DE30,ES23,27
DE30,ES24,28
DE30,ES30,31
DE30,ES41,29
DE30,ES42,32
DE30,ES43,34
DE30,ES51,24
DE30,ES52,29
DE30,ES53,33
DE30,ES61,37
DE30,ES62,31
DE30,ES63,41
DE30,ES64,42
DE30,ES70,92
DE30,FI19,33
DE30,FI1B,30
DE30,FI1C,31
DE30,FI1D,33
DE30,FI20,23
DE30,FR10,14
DE30,FR21,13
DE30,FR22,14
DE30,FR23,15
DE30,FR24,16
DE30,FR25,17
DE30,FR26,16
DE30,FR30,12
DE30,FR41,12
DE30,FR42,11
DE30,FR43,14
DE30,FR51,18
DE30,FR52,19
DE30,FR53,20
DE30,FR61,23
DE30,FR62,22
DE30,FR63,19
DE30,FR71,17
DE30,FR72,18
DE30,FR81,20
DE30,FR82,19
DE30,FR83,26
DE30,HR03,19
DE30,HR04,16
DE30,HU10,13
DE30,HU21,13
DE30,HU22,12
DE30,HU23,15
DE30,HU31,17
DE30,HU32,18
DE30,HU33,16
DE30,IE01,28
DE30,IE02,28
DE30,ITC1,16
DE30,ITC2,16
DE30,ITC3,16
DE30,ITC4,15
DE30,ITF1,20
DE30,ITF2,21
DE30,ITF3,21
DE30,ITF4,24
DE30,ITF5,24
DE30,ITF6,26
DE30,ITG1,30
DE30,ITG2,33
DE30,ITH1,13
DE30,ITH2,13
DE30,ITH3,15
DE30,ITH4,16
DE30,ITH5,16
DE30,ITI1,17
DE30,ITI2,19
DE30,ITI3,18
DE30,ITI4,19
DE30,LT00,18
DE30,LU00,11
DE30,LV00,21
DE30,MT00,36
DE30,NL11,8
DE30,NL12,9
DE30,NL13,8
DE30,NL21,8
DE30,NL22,9
DE30,NL23,9
DE30,NL31,9
DE30,NL32,10
DE30,NL33,10
DE30,NL34,11
DE30,NL41,9
DE30,NL42,9
DE30,PL11,8
DE30,PL12,9
DE30,PL21,10
DE30,PL22,8
DE30,PL31,13
DE30,PL32,11
DE30,PL33,11
DE30,PL34,12
DE30,PL41,6
DE30,PL42,5
DE30,PL43,4
DE30,PL51,6
DE30,PL52,7
DE30,PL61,8
DE30,PL62,13
DE30,PL63,11
DE30,PT11,34
DE30,PT15,39
DE30,PT16,35
DE30,PT17,37
DE30,PT18,37
DE30,PT20,102
DE30,PT30,79
DE30,RO11,21
DE30,RO12,23
DE30,RO21,28
DE30,RO22,30
DE30,RO31,25
DE30,RO32,24
DE30,RO41,22
DE30,RO42,18
DE30,SE11,17
DE30,SE12,16
DE30,SE21,14
DE30,SE22,10
DE30,SE23,13
DE30,SE31,18
DE30,SE32,22
DE30,SE33,27
DE30,SI01,15
DE30,SI02,16
DE30,SK01,10
DE30,SK02,11
DE30,SK03,12
DE30,SK04,15
DE30,UKC1,20
DE30,UKC2,21
DE30,UKD1,21
DE30,UKD3,20
DE30,UKD4,20
DE30,UKD6,19
DE30,UKD7,20
DE30,UKE1,19
DE30,UKE2,20
DE30,UKE3,19
DE30,UKE4,20
DE30,UKF1,19
DE30,UKF2,18
DE30,UKF3,19
DE30,UKG1,18
DE30,UKG2,19
DE30,UKG3,19
DE30,UKH1,18
DE30,UKH2,17
DE30,UKH3,17
DE30,UKI1,17
DE30,UKI2,16
DE30,UKJ1,17
DE30,UKJ2,17
DE30,UKJ3,17
DE30,UKJ4,16
DE30,UKK1,18
DE30,UKK2,18
DE30,UKK3,21
DE30,UKK4,20
DE30,UKL1,20
DE30,UKL2,19
DE30,UKM2,24
DE30,UKM3,23
DE30,UKM5,26
DE30,UKM6,27
DE30,UKN0,28
DE40,AT11,11
DE40,AT12,11
DE40,AT13,11
DE40,AT21,15
DE40,AT22,13
DE40,AT31,11
DE40,AT32,11
DE40,AT33,11
DE40,AT34,11
DE40,BE10,11
DE40,BE21,10
DE40,BE22,10
DE40,BE23,11
DE40,BE24,11
DE40,BE25,11
DE40,BE31,11
DE40,BE32,11
DE40,BE33,10
DE40,BE34,11
DE40,BE35,11
DE40,BG31,25
DE40,BG32,28
DE40,BG33,30
DE40,BG34,31
DE40,BG41,28
DE40,BG42,30
DE40,CY00,51
DE40,CZ01,6
DE40,CZ02,6
DE40,CZ03,8
DE40,CZ04,5
DE40,CZ05,7
DE40,CZ06,9
DE40,CZ07,10
DE40,CZ08,9
DE40,DE11,9
DE40,DE12,10
DE40,DE13,11
DE40,DE14,10
DE40,DE21,9
DE40,DE22,9
DE40,DE23,7
DE40,DE24,6
DE40,DE25,7
DE40,DE26,8
DE40,DE27,9
DE40,DE30,2
DE40,DE40,3
DE40,DE50,6
DE40,DE60,6
DE40,DE71,9
DE40,DE72,8
DE40,DE73,7
DE40,DE80,4
DE40,DE91,5
DE40,DE92,6
DE40,DE93,6
DE40,DE94,7
DE40,DEA1,9
DE40,DEA2,9
DE40,DEA3,8
DE40,DEA4,7
DE40,DEA5,8
DE40,DEB1,9
DE40,DEB2,11
DE40,DEB3,10
DE40,DEC0,11
DE40,DED2,4
DE40,DED4,5
DE40,DED5,4
DE40,DEE0,4
DE40,DEF0,6
DE40,DEG0,5
DE40,DK01,10
DE40,DK02,10
DE40,DK03,9
DE40,DK04,10
DE40,DK05,11
DE40,EE00,26
DE40,EL11,29
DE40,EL12,27
DE40,EL13,28
DE40,EL14,29
DE40,EL21,30
DE40,EL22,35
DE40,EL23,32
DE40,EL24,31
DE40,EL25,34
DE40,EL30,32
DE40,EL41,40
DE40,EL42,42
DE40,EL43,47
DE40,ES11,34
DE40,ES12,30
DE40,ES13,27
DE40,ES21,26
DE40,ES22,26
DE40,ES23,27
DE40,ES24,28
DE40,ES30,31
DE40,ES41,29
DE40,ES42,31
DE40,ES43,34
DE40,ES51,24
DE40,ES52,29
DE40,ES53,33
DE40,ES61,36
DE40,ES62,32
DE40,ES63,41
DE40,ES64,42
DE40,ES70,92
DE40,FI19,33
DE40,FI1B,31
DE40,FI1C,32
DE40,FI1D,33
DE40,FI20,23
DE40,FR10,14
DE40,FR21,14
DE40,FR22,14
DE40,FR23,16
DE40,FR24,17
DE40,FR25,17
DE40,FR26,16
DE40,FR30,12
DE40,FR41,12
DE40,FR42,11
DE40,FR43,13
DE40,FR51,18
DE40,FR52,20
DE40,FR53,21
DE40,FR61,23
DE40,FR62,22
DE40,FR63,19
DE40,FR71,17
DE40,FR72,18
DE40,FR81,20
DE40,FR82,19
DE40,FR83,26
DE40,HR03,19
DE40,HR04,16
DE40,HU10,13
DE40,HU21,13
DE40,HU22,12
DE40,HU23,16
DE40,HU31,17
DE40,HU32,18
DE40,HU33,16
DE40,IE01,29
DE40,IE02,28
DE40,ITC1,16
DE40,ITC2,16
DE40,ITC3,16
DE40,ITC4,15
DE40,ITF1,20
DE40,ITF2,22
DE40,ITF3,21
DE40,ITF4,24
DE40,ITF5,24
DE40,ITF6,26
DE40,ITG1,30
DE40,ITG2,34
DE40,ITH1,13
DE40,ITH2,13
DE40,ITH3,15
DE40,ITH4,17
DE40,ITH5,16
DE40,ITI1,17
DE40,ITI2,19
DE40,ITI3,18
DE40,ITI4,19
DE40,LT00,18
DE40,LU00,12
DE40,LV00,22
DE40,MT00,36
DE40,NL11,8
DE40,NL12,9
DE40,NL13,9
DE40,NL21,9
DE40,NL22,9
DE40,NL23,10
DE40,NL31,10
DE40,NL32,10
DE40,NL33,10
DE40,NL34,11
DE40,NL41,10
DE40,NL42,9
DE40,PL11,8
DE40,PL12,10
DE40,PL21,10
DE40,PL22,8
DE40,PL31,13
DE40,PL32,12
DE40,PL33,11
DE40,PL34,12
DE40,PL41,6
DE40,PL42,5
DE40,PL43,4
DE40,PL51,6
DE40,PL52,7
DE40,PL61,8
DE40,PL62,13
DE40,PL63,11
DE40,PT11,34
DE40,PT15,39
DE40,PT16,35
DE40,PT17,37
DE40,PT18,37
DE40,PT20,101
DE40,PT30,79
DE40,RO11,21
DE40,RO12,24
DE40,RO21,28
DE40,RO22,30
DE40,RO31,25
DE40,RO32,25
DE40,RO41,22
DE40,RO42,19
DE40,SE11,17
DE40,SE12,17
DE40,SE21,14
DE40,SE22,11
DE40,SE23,14
DE40,SE31,18
DE40,SE32,22
DE40,SE33,28
DE40,SI01,14
DE40,SI02,16
DE40,SK01,10
DE40,SK02,11
DE40,SK03,13
DE40,SK04,14
DE40,UKC1,21
DE40,UKC2,21
DE40,UKD1,22
DE40,UKD3,20
DE40,UKD4,21
DE40,UKD6,20
DE40,UKD7,20
DE40,UKE1,20
DE40,UKE2,20
DE40,UKE3,19
DE40,UKE4,20
DE40,UKF1,19
DE40,UKF2,18
DE40,UKF3,19
DE40,UKG1,18
DE40,UKG2,19
DE40,UKG3,19
DE40,UKH1,18
DE40,UKH2,17
DE40,UKH3,17
DE40,UKI1,17
DE40,UKI2,17
DE40,UKJ1,17
DE40,UKJ2,17
DE40,UKJ3,18
DE40,UKJ4,16
DE40,UKK1,19
DE40,UKK2,19
DE40,UKK3,21
DE40,UKK4,20
DE40,UKL1,20
DE40,UKL2,19
DE40,UKM2,24
DE40,UKM3,23
DE40,UKM5,26
DE40,UKM6,27
DE40,UKN0,28
DE50,AT11,14
DE50,AT12,14
DE50,AT13,14
DE50,AT21,16
DE50,AT22,15
DE50,AT31,13
DE50,AT32,13
DE50,AT33,13
DE50,AT34,11
DE50,BE10,7
DE50,BE21,7
DE50,BE22,6
DE50,BE23,7
DE50,BE24,7
DE50,BE25,8
DE50,BE31,7
DE50,BE32,7
DE50,BE33,6
DE50,BE34,8
DE50,BE35,7
DE50,BG31,28
DE50,BG32,30
DE50,BG33,32
DE50,BG34,34
DE50,BG41,31
DE50,BG42,33
DE50,CY00,54
DE50,CZ01,9
DE50,CZ02,9
DE50,CZ03,11
DE50,CZ04,8
DE50,CZ05,10
DE50,CZ06,12
DE50,CZ07,13
DE50,CZ08,13
DE50,DE11,9
DE50,DE12,8
DE50,DE13,10
DE50,DE14,10
DE50,DE21,11
DE50,DE22,11
DE50,DE23,9
DE50,DE24,8
DE50,DE25,9
DE50,DE26,7
DE50,DE27,10
DE50,DE30,6
DE50,DE40,6
DE50,DE50,1
DE50,DE60,3
DE50,DE71,7
DE50,DE72,6
DE50,DE73,5
DE50,DE80,5
DE50,DE91,3
DE50,DE92,3
DE50,DE93,2
DE50,DE94,2
DE50,DEA1,5
DE50,DEA2,5
DE50,DEA3,3
DE50,DEA4,4
DE50,DEA5,4
DE50,DEB1,6
DE50,DEB2,7
DE50,DEB3,8
DE50,DEC0,9
DE50,DED2,7
DE50,DED4,7
DE50,DED5,6
DE50,DEE0,5
DE50,DEF0,4
DE50,DEG0,7
DE50,DK01,8
DE50,DK02,7
DE50,DK03,6
DE50,DK04,7
DE50,DK05,8
DE50,EE00,29
DE50,EL11,32
DE50,EL12,29
DE50,EL13,31
DE50,EL14,31
DE50,EL21,32
DE50,EL22,38
DE50,EL23,35
DE50,EL24,34
DE50,EL25,38
DE50,EL30,35
DE50,EL41,42
DE50,EL42,46
DE50,EL43,50
DE50,ES11,30
DE50,ES12,26
DE50,ES13,24
DE50,ES21,22
DE50,ES22,22
DE50,ES23,23
DE50,ES24,24
DE50,ES30,27
DE50,ES41,26
DE50,ES42,29
DE50,ES43,31
DE50,ES51,21
DE50,ES52,27
DE50,ES53,31
DE50,ES61,33
DE50,ES62,29
DE50,ES63,38
DE50,ES64,41
DE50,ES70,89
DE50,FI19,28
DE50,FI1B,28
DE50,FI1C,28
DE50,FI1D,32
DE50,FI20,21
DE50,FR10,10
DE50,FR21,10
DE50,FR22,10
DE50,FR23,12
DE50,FR24,13
DE50,FR25,14
DE50,FR26,13
DE50,FR30,8
DE50,FR41,9
DE50,FR42,10
DE50,FR43,12
DE50,FR51,15
DE50,FR52,16
DE50,FR53,17
DE50,FR61,19
DE50,FR62,19
DE50,FR63,15
DE50,FR71,15
DE50,FR72,15
DE50,FR81,18
DE50,FR82,18
DE50,FR83,28
DE50,HR03,22
DE50,HR04,19
DE50,HU10,16
DE50,HU21,16
DE50,HU22,15
DE50,HU23,19
DE50,HU31,19
DE50,HU32,20
DE50,HU33,19
DE50,IE01,25
DE50,IE02,24
DE50,ITC1,16
DE50,ITC2,16
DE50,ITC3,17
DE50,ITC4,15
DE50,ITF1,22
DE50,ITF2,23
DE50,ITF3,23
DE50,ITF4,26
DE50,ITF5,26
DE50,ITF6,28
DE50,ITG1,32
DE50,ITG2,35
DE50,ITH1,15
DE50,ITH2,15
DE50,ITH3,17
DE50,ITH4,18
DE50,ITH5,17
DE50,ITI1,19
DE50,ITI2,20
DE50,ITI3,20
DE50,ITI4,21
DE50,LT00,22
DE50,LU00,8
DE50,LV00,25
DE50,MT00,38
DE50,NL11,3
DE50,NL12,4
DE50,NL13,3
DE50,NL21,4
DE50,NL22,5
DE50,NL23,5
DE50,NL31,5
DE50,NL32,5
DE50,NL33,6
DE50,NL34,7
DE50,NL41,5
DE50,NL42,5
DE50,PL11,13
DE50,PL12,13
DE50,PL21,14
DE50,PL22,12
DE50,PL31,17
DE50,PL32,16
DE50,PL33,15
DE50,PL34,16
DE50,PL41,10
DE50,PL42,9
DE50,PL43,8
DE50,PL51,10
DE50,PL52,11
DE50,PL61,12
DE50,PL62,17
DE50,PL63,15
DE50,PT11,31
DE50,PT15,36
DE50,PT16,32
DE50,PT17,33
DE50,PT18,32
DE50,PT20,98
DE50,PT30,75
DE50,RO11,24
DE50,RO12,25
DE50,RO21,31
DE50,RO22,30
DE50,RO31,27
DE50,RO32,27
DE50,RO41,25
DE50,RO42,21
DE50,SE11,15
DE50,SE12,15
DE50,SE21,12
DE50,SE22,9
DE50,SE23,12
DE50,SE31,16
DE50,SE32,20
DE50,SE33,26
DE50,SI01,17
DE50,SI02,18
DE50,SK01,13
DE50,SK02,14
DE50,SK03,15
DE50,SK04,18
DE50,UKC1,17
DE50,UKC2,17
DE50,UKD1,18
DE50,UKD3,16
DE50,UKD4,17
DE50,UKD6,16
DE50,UKD7,16
DE50,UKE1,16
DE50,UKE2,16
DE50,UKE3,16
DE50,UKE4,16
DE50,UKF1,15
DE50,UKF2,14
DE50,UKF3,15
DE50,UKG1,15
DE50,UKG2,15
DE50,UKG3,15
DE50,UKH1,14
DE50,UKH2,13
DE50,UKH3,13
DE50,UKI1,13
DE50,UKI2,13
DE50,UKJ1,13
DE50,UKJ2,13
DE50,UKJ3,14
DE50,UKJ4,12
DE50,UKK1,15
DE50,UKK2,15
DE50,UKK3,17
DE50,UKK4,16
DE50,UKL1,16
DE50,UKL2,15
DE50,UKM2,20
DE50,UKM3,20
DE50,UKM5,22
DE50,UKM6,24
DE50,UKN0,24
DE60,AT11,15
DE60,AT12,15
DE60,AT13,15
DE60,AT21,17
DE60,AT22,16
DE60,AT31,14
DE60,AT32,14
DE60,AT33,14
DE60,AT34,12
DE60,BE10,9
DE60,BE21,8
DE60,BE22,8
DE60,BE23,9
DE60,BE24,9
DE60,BE25,10
DE60,BE31,9
DE60,BE32,9
DE60,BE33,8
DE60,BE34,9
DE60,BE35,9
DE60,BG31,29
DE60,BG32,31
DE60,BG33,32
DE60,BG34,34
DE60,BG41,31
DE60,BG42,32
DE60,CY00,55
DE60,CZ01,10
DE60,CZ02,10
DE60,CZ03,11
DE60,CZ04,9
DE60,CZ05,11
DE60,CZ06,13
DE60,CZ07,14
DE60,CZ08,13
DE60,DE11,11
DE60,DE12,10
DE60,DE13,12
DE60,DE14,11
DE60,DE21,12
DE60,DE22,12
DE60,DE23,10
DE60,DE24,9
DE60,DE25,10
DE60,DE26,8
DE60,DE27,11
DE60,DE30,5
DE60,DE40,6
DE60,DE50,3
DE60,DE60,2
DE60,DE71,8
DE60,DE72,8
DE60,DE73,6
DE60,DE80,4
DE60,DE91,4
DE60,DE92,4
DE60,DE93,3
DE60,DE94,4
DE60,DEA1,7
DE60,DEA2,7
DE60,DEA3,5
DE60,DEA4,5
DE60,DEA5,6
DE60,DEB1,8
DE60,DEB2,9
DE60,DEB3,9
DE60,DEC0,10
DE60,DED2,8
DE60,DED4,8
DE60,DED5,7
DE60,DEE0,6
DE60,DEF0,3
DE60,DEG0,8
DE60,DK01,7
DE60,DK02,6
DE60,DK03,5
DE60,DK04,6
DE60,DK05,7
DE60,EE00,29
DE60,EL11,33
DE60,EL12,30
DE60,EL13,31
DE60,EL14,32
DE60,EL21,33
DE60,EL22,39
DE60,EL23,35
DE60,EL24,35
DE60,EL25,38
DE60,EL30,36
DE60,EL41,43
DE60,EL42,47
DE60,EL43,51
DE60,ES11,32
DE60,ES12,28
DE60,ES13,25
DE60,ES21,24
DE60,ES22,24
DE60,ES23,25
DE60,ES24,26
DE60,ES30,29
DE60,ES41,28
DE60,ES42,30
DE60,ES43,33
DE60,ES51,23
DE60,ES52,29
DE60,ES53,33
DE60,ES61,35
DE60,ES62,30
DE60,ES63,40
DE60,ES64,43
DE60,ES70,91
DE60,FI19,27
DE60,FI1B,27
DE60,FI1C,26
DE60,FI1D,31
DE60,FI20,20
DE60,FR10,12
DE60,FR21,12
DE60,FR22,12
DE60,FR23,14
DE60,FR24,14
DE60,FR25,16
DE60,FR26,15
DE60,FR30,10
DE60,FR41,11
DE60,FR42,11
DE60,FR43,13
DE60,FR51,17
DE60,FR52,18
DE60,FR53,19
DE60,FR61,21
DE60,FR62,21
DE60,FR63,17
DE60,FR71,16
DE60,FR72,18
DE60,FR81,20
DE60,FR82,20
DE60,FR83,28
DE60,HR03,22
DE60,HR04,20
DE60,HU10,17
DE60,HU21,17
DE60,HU22,16
DE60,HU23,19
DE60,HU31,21
DE60,HU32,21
DE60,HU33,20
DE60,IE01,27
DE60,IE02,26
DE60,ITC1,18
DE60,ITC2,17
DE60,ITC3,18
DE60,ITC4,17
DE60,ITF1,23
DE60,ITF2,24
DE60,ITF3,24
DE60,ITF4,26
DE60,ITF5,27
DE60,ITF6,29
DE60,ITG1,33
DE60,ITG2,36
DE60,ITH1,16
DE60,ITH2,17
DE60,ITH3,18
DE60,ITH4,19
DE60,ITH5,19
DE60,ITI1,20
DE60,ITI2,22
DE60,ITI3,21
DE60,ITI4,22
DE60,LT00,22
DE60,LU00,10
DE60,LV00,25
DE60,MT00,38
DE60,NL11,5
DE60,NL12,6
DE60,NL13,5
DE60,NL21,6
DE60,NL22,7
DE60,NL23,6
DE60,NL31,7
DE60,NL32,7
DE60,NL33,8
DE60,NL34,9
DE60,NL41,7
DE60,NL42,7
DE60,PL11,12
DE60,PL12,13
DE60,PL21,14
DE60,PL22,12
DE60,PL31,17
DE60,PL32,16
DE60,PL33,15
DE60,PL34,16
DE60,PL41,10
DE60,PL42,8
DE60,PL43,8
DE60,PL51,10
DE60,PL52,11
DE60,PL61,12
DE60,PL62,17
DE60,PL63,15
DE60,PT11,33
DE60,PT15,38
DE60,PT16,33
DE60,PT17,35
DE60,PT18,34
DE60,PT20,100
DE60,PT30,77
DE60,RO11,25
DE60,RO12,26
DE60,RO21,31
DE60,RO22,32
DE60,RO31,27
DE60,RO32,28
DE60,RO41,25
DE60,RO42,22
DE60,SE11,14
DE60,SE12,14
DE60,SE21,11
DE60,SE22,8
DE60,SE23,11
DE60,SE31,15
DE60,SE32,19
DE60,SE33,24
DE60,SI01,18
DE60,SI02,19
DE60,SK01,14
DE60,SK02,15
DE60,SK03,16
DE60,SK04,18
DE60,UKC1,19
DE60,UKC2,19
DE60,UKD1,20
DE60,UKD3,18
DE60,UKD4,19
DE60,UKD6,18
DE60,UKD7,18
DE60,UKE1,18
DE60,UKE2,18
DE60,UKE3,18
DE60,UKE4,18
DE60,UKF1,17
DE60,UKF2,16
DE60,UKF3,17
DE60,UKG1,17
DE60,UKG2,17
DE60,UKG3,17
DE60,UKH1,16
DE60,UKH2,15
DE60,UKH3,15
DE60,UKI1,15
DE60,UKI2,15
DE60,UKJ1,16
DE60,UKJ2,15
DE60,UKJ3,16
DE60,UKJ4,14
DE60,UKK1,17
DE60,UKK2,17
DE60,UKK3,19
DE60,UKK4,18
DE60,UKL1,18
DE60,UKL2,18
DE60,UKM2,22
DE60,UKM3,21
DE60,UKM5,25
DE60,UKM6,26
DE60,UKN0,26
DE71,AT11,11
DE71,AT12,10
DE71,AT13,11
DE71,AT21,12
DE71,AT22,11
DE71,AT31,8
DE71,AT32,8
DE71,AT33,8
DE71,AT34,6
DE71,BE10,6
DE71,BE21,6
DE71,BE22,5
DE71,BE23,6
DE71,BE24,6
DE71,BE25,7
DE71,BE31,6
DE71,BE32,6
DE71,BE33,5
DE71,BE34,5
DE71,BE35,5
DE71,BG31,26
DE71,BG32,28
DE71,BG33,30
DE71,BG34,28
DE71,BG41,25
DE71,BG42,27
DE71,CY00,51
DE71,CZ01,8
DE71,CZ02,8
DE71,CZ03,8
DE71,CZ04,8
DE71,CZ05,10
DE71,CZ06,10
DE71,CZ07,12
DE71,CZ08,13
DE71,DE11,4
DE71,DE12,3
DE71,DE13,4
DE71,DE14,5
DE71,DE21,6
DE71,DE22,6
DE71,DE23,5
DE71,DE24,5
DE71,DE25,4
DE71,DE26,2
DE71,DE27,5
DE71,DE30,9
DE71,DE40,9
DE71,DE50,7
DE71,DE60,8
DE71,DE71,1
DE71,DE72,2
DE71,DE73,3
DE71,DE80,10
DE71,DE91,5
DE71,DE92,6
DE71,DE93,7
DE71,DE94,6
DE71,DEA1,4
DE71,DEA2,3
DE71,DEA3,5
DE71,DEA4,5
DE71,DEA5,4
DE71,DEB1,2
DE71,DEB2,4
DE71,DEB3,2
DE71,DEC0,3
DE71,DED2,8
DE71,DED4,6
DE71,DED5,6
DE71,DEE0,6
DE71,DEF0,9
DE71,DEG0,5
DE71,DK01,13
DE71,DK02,13
DE71,DK03,11
DE71,DK04,12
DE71,DK05,14
DE71,EE00,31
DE71,EL11,29
DE71,EL12,26
DE71,EL13,28
DE71,EL14,28
DE71,EL21,29
DE71,EL22,34
DE71,EL23,32
DE71,EL24,31
DE71,EL25,34
DE71,EL30,32
DE71,EL41,39
DE71,EL42,43
DE71,EL43,47
DE71,ES11,27
DE71,ES12,23
DE71,ES13,20
DE71,ES21,19
DE71,ES22,19
DE71,ES23,20
DE71,ES24,20
DE71,ES30,24
DE71,ES41,23
DE71,ES42,24
DE71,ES43,28
DE71,ES51,16
DE71,ES52,22
DE71,ES53,26
DE71,ES61,29
DE71,ES62,24
DE71,ES63,33
DE71,ES64,35
DE71,ES70,85
DE71,FI19,33
DE71,FI1B,37
DE71,FI1C,34
DE71,FI1D,38
DE71,FI20,26
DE71,FR10,8
DE71,FR21,6
DE71,FR22,8
DE71,FR23,10
DE71,FR24,10
DE71,FR25,11
DE71,FR26,8
DE71,FR30,7
DE71,FR41,4
DE71,FR42,4
DE71,FR43,6
DE71,FR51,11
DE71,FR52,13
DE71,FR53,14
DE71,FR61,16
DE71,FR62,15
DE71,FR63,12
DE71,FR71,9
DE71,FR72,11
DE71,FR81,13
DE71,FR82,13
DE71,FR83,22
DE71,HR03,17
DE71,HR04,14
DE71,HU10,14
DE71,HU21,14
DE71,HU22,12
DE71,HU23,15
DE71,HU31,17
DE71,HU32,17
DE71,HU33,17
DE71,IE01,24
DE71,IE02,23
DE71,ITC1,11
DE71,ITC2,10
DE71,ITC3,11
DE71,ITC4,10
DE71,ITF1,16
DE71,ITF2,17
DE71,ITF3,17
DE71,ITF4,19
DE71,ITF5,20
DE71,ITF6,22
DE71,ITG1,26
DE71,ITG2,29
DE71,ITH1,10
DE71,ITH2,11
DE71,ITH3,12
DE71,ITH4,13
DE71,ITH5,12
DE71,ITI1,13
DE71,ITI2,14
DE71,ITI3,14
DE71,ITI4,15
DE71,LT00,25
DE71,LU00,4
DE71,LV00,28
DE71,MT00,32
DE71,NL11,7
DE71,NL12,7
DE71,NL13,6
DE71,NL21,6
DE71,NL22,5
DE71,NL23,6
DE71,NL31,6
DE71,NL32,7
DE71,NL33,7
DE71,NL34,6
