start_location,end_location,time_road
FR71,LU00,7
FR71,LV00,36
FR71,MT00,28
FR71,NL11,14
FR71,NL12,13
FR71,NL13,13
FR71,NL21,13
FR71,NL22,12
FR71,NL23,12
FR71,NL31,12
FR71,NL32,12
FR71,NL33,12
FR71,NL34,11
FR71,NL41,11
FR71,NL42,10
FR71,PL11,21
FR71,PL12,23
FR71,PL21,22
FR71,PL22,20
FR71,PL31,27
FR71,PL32,24
FR71,PL33,24
FR71,PL34,26
FR71,PL41,21
FR71,PL42,20
FR71,PL43,19
FR71,PL51,18
FR71,PL52,20
FR71,PL61,22
FR71,PL62,27
FR71,PL63,26
FR71,PT11,21
FR71,PT15,24
FR71,PT16,22
FR71,PT17,24
FR71,PT18,23
FR71,PT20,89
FR71,PT30,66
FR71,RO11,25
FR71,RO12,26
FR71,RO21,31
FR71,RO22,30
FR71,RO31,27
FR71,RO32,27
FR71,RO41,24
FR71,RO42,21
FR71,SE11,29
FR71,SE12,28
FR71,SE21,26
FR71,SE22,22
FR71,SE23,25
FR71,SE31,29
FR71,SE32,33
FR71,SE33,39
FR71,SI01,12
FR71,SI02,11
FR71,SK01,18
FR71,SK02,19
FR71,SK03,21
FR71,SK04,24
FR71,UKC1,18
FR71,UKC2,19
FR71,UKD1,19
FR71,UKD3,18
FR71,UKD4,18
FR71,UKD6,17
FR71,UKD7,18
FR71,UKE1,17
FR71,UKE2,18
FR71,UKE3,17
FR71,UKE4,18
FR71,UKF1,17
FR71,UKF2,16
FR71,UKF3,17
FR71,UKG1,16
FR71,UKG2,17
FR71,UKG3,16
FR71,UKH1,15
FR71,UKH2,15
FR71,UKH3,14
FR71,UKI1,15
FR71,UKI2,14
FR71,UKJ1,15
FR71,UKJ2,14
FR71,UKJ3,15
FR71,UKJ4,13
FR71,UKK1,16
FR71,UKK2,16
FR71,UKK3,19
FR71,UKK4,17
FR71,UKL1,17
FR71,UKL2,17
FR71,UKM2,21
FR71,UKM3,21
FR71,UKM5,24
FR71,UKM6,25
FR71,UKN0,26
FR72,AT11,18
FR72,AT12,18
FR72,AT13,19
FR72,AT21,14
FR72,AT22,16
FR72,AT31,16
FR72,AT32,15
FR72,AT33,12
FR72,AT34,10
FR72,BE10,9
FR72,BE21,10
FR72,BE22,10
FR72,BE23,9
FR72,BE24,9
FR72,BE25,9
FR72,BE31,9
FR72,BE32,9
FR72,BE33,10
FR72,BE34,9
FR72,BE35,9
FR72,BG31,28
FR72,BG32,31
FR72,BG33,33
FR72,BG34,30
FR72,BG41,27
FR72,BG42,29
FR72,CY00,53
FR72,CZ01,16
FR72,CZ02,17
FR72,CZ03,16
FR72,CZ04,18
FR72,CZ05,18
FR72,CZ06,19
FR72,CZ07,21
FR72,CZ08,21
FR72,DE11,10
FR72,DE12,9
FR72,DE13,8
FR72,DE14,11
FR72,DE21,13
FR72,DE22,14
FR72,DE23,13
FR72,DE24,13
FR72,DE25,12
FR72,DE26,12
FR72,DE27,12
FR72,DE30,18
FR72,DE40,18
FR72,DE50,15
FR72,DE60,18
FR72,DE71,11
FR72,DE72,11
FR72,DE73,13
FR72,DE80,19
FR72,DE91,15
FR72,DE92,15
FR72,DE93,16
FR72,DE94,15
FR72,DEA1,12
FR72,DEA2,11
FR72,DEA3,13
FR72,DEA4,14
FR72,DEA5,13
FR72,DEB1,11
FR72,DEB2,9
FR72,DEB3,10
FR72,DEC0,9
FR72,DED2,17
FR72,DED4,15
FR72,DED5,16
FR72,DEE0,16
FR72,DEF0,18
FR72,DEG0,14
FR72,DK01,23
FR72,DK02,22
FR72,DK03,20
FR72,DK04,21
FR72,DK05,23
FR72,EE00,41
FR72,EL11,31
FR72,EL12,29
FR72,EL13,30
FR72,EL14,31
FR72,EL21,34
FR72,EL22,35
FR72,EL23,34
FR72,EL24,33
FR72,EL25,36
FR72,EL30,34
FR72,EL41,42
FR72,EL42,45
FR72,EL43,49
FR72,ES11,19
FR72,ES12,15
FR72,ES13,12
FR72,ES21,11
FR72,ES22,11
FR72,ES23,12
FR72,ES24,12
FR72,ES30,16
FR72,ES41,14
FR72,ES42,16
FR72,ES43,19
FR72,ES51,9
FR72,ES52,15
FR72,ES53,19
FR72,ES61,21
FR72,ES62,17
FR72,ES63,26
FR72,ES64,27
FR72,ES70,76
FR72,FI19,44
FR72,FI1B,46
FR72,FI1C,44
FR72,FI1D,47
FR72,FI20,35
FR72,FR10,6
FR72,FR21,8
FR72,FR22,8
FR72,FR23,8
FR72,FR24,5
FR72,FR25,9
FR72,FR26,4
FR72,FR30,8
FR72,FR41,8
FR72,FR42,8
FR72,FR43,6
FR72,FR51,8
FR72,FR52,10
FR72,FR53,7
FR72,FR61,8
FR72,FR62,6
FR72,FR63,4
FR72,FR71,4
FR72,FR72,2
FR72,FR81,6
FR72,FR82,7
FR72,FR83,19
FR72,HR03,18
FR72,HR04,16
FR72,HU10,20
FR72,HU21,20
FR72,HU22,18
FR72,HU23,18
FR72,HU31,23
FR72,HU32,24
FR72,HU33,23
FR72,IE01,25
FR72,IE02,24
FR72,ITC1,7
FR72,ITC2,6
FR72,ITC3,9
FR72,ITC4,8
FR72,ITF1,14
FR72,ITF2,16
FR72,ITF3,16
FR72,ITF4,17
FR72,ITF5,18
FR72,ITF6,21
FR72,ITG1,25
FR72,ITG2,24
FR72,ITH1,12
FR72,ITH2,11
FR72,ITH3,11
FR72,ITH4,12
FR72,ITH5,10
FR72,ITI1,11
FR72,ITI2,13
FR72,ITI3,12
FR72,ITI4,14
FR72,LT00,34
FR72,LU00,8
FR72,LV00,37
FR72,MT00,30
FR72,NL11,13
FR72,NL12,13
FR72,NL13,13
FR72,NL21,12
FR72,NL22,12
FR72,NL23,12
FR72,NL31,11
FR72,NL32,12
FR72,NL33,11
FR72,NL34,10
FR72,NL41,11
FR72,NL42,11
FR72,PL11,23
FR72,PL12,25
FR72,PL21,24
FR72,PL22,22
FR72,PL31,29
FR72,PL32,26
FR72,PL33,26
FR72,PL34,28
FR72,PL41,23
FR72,PL42,22
FR72,PL43,20
FR72,PL51,20
FR72,PL52,22
FR72,PL61,24
FR72,PL62,29
FR72,PL63,27
FR72,PT11,19
FR72,PT15,24
FR72,PT16,20
FR72,PT17,21
FR72,PT18,22
FR72,PT20,86
FR72,PT30,64
FR72,RO11,28
FR72,RO12,29
FR72,RO21,35
FR72,RO22,33
FR72,RO31,30
FR72,RO32,30
FR72,RO41,26
FR72,RO42,24
FR72,SE11,29
FR72,SE12,29
FR72,SE21,27
FR72,SE22,23
FR72,SE23,26
FR72,SE31,30
FR72,SE32,35
FR72,SE33,39
FR72,SI01,15
FR72,SI02,13
FR72,SK01,20
FR72,SK02,22
FR72,SK03,23
FR72,SK04,27
FR72,UKC1,17
FR72,UKC2,17
FR72,UKD1,18
FR72,UKD3,17
FR72,UKD4,17
FR72,UKD6,16
FR72,UKD7,16
FR72,UKE1,16
FR72,UKE2,17
FR72,UKE3,16
FR72,UKE4,17
FR72,UKF1,15
FR72,UKF2,15
FR72,UKF3,15
FR72,UKG1,15
FR72,UKG2,15
FR72,UKG3,15
FR72,UKH1,14
FR72,UKH2,14
FR72,UKH3,13
FR72,UKI1,14
FR72,UKI2,13
FR72,UKJ1,14
FR72,UKJ2,13
FR72,UKJ3,14
FR72,UKJ4,13
FR72,UKK1,15
FR72,UKK2,15
FR72,UKK3,17
FR72,UKK4,17
FR72,UKL1,16
FR72,UKL2,16
FR72,UKM2,20
FR72,UKM3,20
FR72,UKM5,23
FR72,UKM6,24
FR72,UKN0,25
FR81,AT11,18
FR81,AT12,19
FR81,AT13,19
FR81,AT21,14
FR81,AT22,16
FR81,AT31,18
FR81,AT32,17
FR81,AT33,14
FR81,AT34,12
FR81,BE10,13
FR81,BE21,13
FR81,BE22,13
FR81,BE23,13
FR81,BE24,13
FR81,BE25,13
FR81,BE31,13
FR81,BE32,13
FR81,BE33,12
FR81,BE34,11
FR81,BE35,12
FR81,BG31,29
FR81,BG32,32
FR81,BG33,34
FR81,BG34,31
FR81,BG41,28
FR81,BG42,30
FR81,CY00,53
FR81,CZ01,18
FR81,CZ02,18
FR81,CZ03,18
FR81,CZ04,19
FR81,CZ05,20
FR81,CZ06,21
FR81,CZ07,22
FR81,CZ08,23
FR81,DE11,13
FR81,DE12,12
FR81,DE13,10
FR81,DE14,13
FR81,DE21,15
FR81,DE22,17
FR81,DE23,15
FR81,DE24,16
FR81,DE25,14
FR81,DE26,14
FR81,DE27,14
FR81,DE30,20
FR81,DE40,20
FR81,DE50,18
FR81,DE60,20
FR81,DE71,13
FR81,DE72,14
FR81,DE73,15
FR81,DE80,22
FR81,DE91,17
FR81,DE92,18
FR81,DE93,19
FR81,DE94,17
FR81,DEA1,15
FR81,DEA2,14
FR81,DEA3,16
FR81,DEA4,17
FR81,DEA5,15
FR81,DEB1,13
FR81,DEB2,11
FR81,DEB3,12
FR81,DEC0,11
FR81,DED2,19
FR81,DED4,18
FR81,DED5,18
FR81,DEE0,18
FR81,DEF0,20
FR81,DEG0,17
FR81,DK01,25
FR81,DK02,24
FR81,DK03,23
FR81,DK04,24
FR81,DK05,25
FR81,EE00,43
FR81,EL11,31
FR81,EL12,29
FR81,EL13,31
FR81,EL14,31
FR81,EL21,30
FR81,EL22,35
FR81,EL23,33
FR81,EL24,33
FR81,EL25,35
FR81,EL30,35
FR81,EL41,41
FR81,EL42,44
FR81,EL43,49
FR81,ES11,16
FR81,ES12,13
FR81,ES13,10
FR81,ES21,8
FR81,ES22,9
FR81,ES23,10
FR81,ES24,8
FR81,ES30,12
FR81,ES41,13
FR81,ES42,12
FR81,ES43,16
FR81,ES51,5
FR81,ES52,10
FR81,ES53,14
FR81,ES61,17
FR81,ES62,12
FR81,ES63,21
FR81,ES64,22
FR81,ES70,72
FR81,FI19,46
FR81,FI1B,48
FR81,FI1C,46
FR81,FI1D,50
FR81,FI20,38
FR81,FR10,10
FR81,FR21,10
FR81,FR22,11
FR81,FR23,12
FR81,FR24,9
FR81,FR25,13
FR81,FR26,7
FR81,FR30,12
FR81,FR41,10
FR81,FR42,10
FR81,FR43,8
FR81,FR51,11
FR81,FR52,13
FR81,FR53,8
FR81,FR61,6
FR81,FR62,4
FR81,FR63,7
FR81,FR71,5
FR81,FR72,6
FR81,FR81,2
FR81,FR82,4
FR81,FR83,17
FR81,HR03,18
FR81,HR04,17
FR81,HU10,20
FR81,HU21,19
FR81,HU22,18
FR81,HU23,18
FR81,HU31,22
FR81,HU32,23
FR81,HU33,23
FR81,IE01,29
FR81,IE02,28
FR81,ITC1,8
FR81,ITC2,8
FR81,ITC3,7
FR81,ITC4,9
FR81,ITF1,14
FR81,ITF2,16
FR81,ITF3,15
FR81,ITF4,18
FR81,ITF5,17
FR81,ITF6,20
FR81,ITG1,24
FR81,ITG2,21
FR81,ITH1,12
FR81,ITH2,11
FR81,ITH3,11
FR81,ITH4,12
FR81,ITH5,10
FR81,ITI1,10
FR81,ITI2,11
FR81,ITI3,12
FR81,ITI4,13
FR81,LT00,36
FR81,LU00,11
FR81,LV00,39
FR81,MT00,29
FR81,NL11,17
FR81,NL12,16
FR81,NL13,16
FR81,NL21,16
FR81,NL22,15
FR81,NL23,15
FR81,NL31,15
FR81,NL32,15
FR81,NL33,15
FR81,NL34,14
FR81,NL41,14
FR81,NL42,13
FR81,PL11,25
FR81,PL12,27
FR81,PL21,26
FR81,PL22,24
FR81,PL31,30
FR81,PL32,27
FR81,PL33,28
FR81,PL34,29
FR81,PL41,24
FR81,PL42,24
FR81,PL43,22
FR81,PL51,22
FR81,PL52,24
FR81,PL61,26
FR81,PL62,30
FR81,PL63,29
FR81,PT11,18
FR81,PT15,21
FR81,PT16,19
FR81,PT17,20
FR81,PT18,19
FR81,PT20,84
FR81,PT30,62
FR81,RO11,27
FR81,RO12,29
FR81,RO21,34
FR81,RO22,33
FR81,RO31,30
FR81,RO32,30
FR81,RO41,27
FR81,RO42,25
FR81,SE11,32
FR81,SE12,32
FR81,SE21,29
FR81,SE22,25
FR81,SE23,29
FR81,SE31,32
FR81,SE32,37
FR81,SE33,42
FR81,SI01,15
FR81,SI02,14
FR81,SK01,21
FR81,SK02,22
FR81,SK03,24
FR81,SK04,26
FR81,UKC1,21
FR81,UKC2,21
FR81,UKD1,22
FR81,UKD3,20
FR81,UKD4,21
FR81,UKD6,20
FR81,UKD7,20
FR81,UKE1,20
FR81,UKE2,21
FR81,UKE3,20
FR81,UKE4,21
FR81,UKF1,19
FR81,UKF2,19
FR81,UKF3,19
FR81,UKG1,19
FR81,UKG2,20
FR81,UKG3,19
FR81,UKH1,19
FR81,UKH2,18
FR81,UKH3,17
FR81,UKI1,18
FR81,UKI2,17
FR81,UKJ1,18
FR81,UKJ2,17
FR81,UKJ3,18
FR81,UKJ4,16
FR81,UKK1,19
FR81,UKK2,19
FR81,UKK3,21
FR81,UKK4,20
FR81,UKL1,20
FR81,UKL2,20
FR81,UKM2,25
FR81,UKM3,24
FR81,UKM5,27
FR81,UKM6,27
FR81,UKN0,28
FR82,AT11,15
FR82,AT12,16
FR82,AT13,16
FR82,AT21,11
FR82,AT22,13
FR82,AT31,14
FR82,AT32,13
FR82,AT33,11
FR82,AT34,10
FR82,BE10,13
FR82,BE21,14
FR82,BE22,13
FR82,BE23,13
FR82,BE24,13
FR82,BE25,13
FR82,BE31,13
FR82,BE32,14
FR82,BE33,13
FR82,BE34,11
FR82,BE35,12
FR82,BG31,26
FR82,BG32,29
FR82,BG33,32
FR82,BG34,28
FR82,BG41,25
FR82,BG42,27
FR82,CY00,51
FR82,CZ01,17
FR82,CZ02,17
FR82,CZ03,16
FR82,CZ04,18
FR82,CZ05,19
FR82,CZ06,19
FR82,CZ07,20
FR82,CZ08,21
FR82,DE11,12
FR82,DE12,11
FR82,DE13,10
FR82,DE14,11
FR82,DE21,12
FR82,DE22,14
FR82,DE23,14
FR82,DE24,14
FR82,DE25,13
FR82,DE26,13
FR82,DE27,12
FR82,DE30,19
FR82,DE40,19
FR82,DE50,18
FR82,DE60,20
FR82,DE71,13
FR82,DE72,13
FR82,DE73,15
FR82,DE80,21
FR82,DE91,16
FR82,DE92,17
FR82,DE93,19
FR82,DE94,17
FR82,DEA1,15
FR82,DEA2,14
FR82,DEA3,16
FR82,DEA4,16
FR82,DEA5,15
FR82,DEB1,13
FR82,DEB2,12
FR82,DEB3,12
FR82,DEC0,11
FR82,DED2,18
FR82,DED4,17
FR82,DED5,17
FR82,DEE0,17
FR82,DEF0,20
FR82,DEG0,16
FR82,DK01,24
FR82,DK02,24
FR82,DK03,22
FR82,DK04,23
FR82,DK05,25
FR82,EE00,43
FR82,EL11,29
FR82,EL12,26
FR82,EL13,27
FR82,EL14,28
FR82,EL21,27
FR82,EL22,31
FR82,EL23,30
FR82,EL24,30
FR82,EL25,33
FR82,EL30,32
FR82,EL41,40
FR82,EL42,42
FR82,EL43,46
FR82,ES11,19
FR82,ES12,15
FR82,ES13,12
FR82,ES21,11
FR82,ES22,11
FR82,ES23,13
FR82,ES24,11
FR82,ES30,15
FR82,ES41,15
FR82,ES42,15
FR82,ES43,19
FR82,ES51,7
FR82,ES52,13
FR82,ES53,17
FR82,ES61,20
FR82,ES62,15
FR82,ES63,24
FR82,ES64,25
FR82,ES70,75
FR82,FI19,46
FR82,FI1B,47
FR82,FI1C,47
FR82,FI1D,49
FR82,FI20,37
FR82,FR10,10
FR82,FR21,11
FR82,FR22,11
FR82,FR23,12
FR82,FR24,11
FR82,FR25,13
FR82,FR26,7
FR82,FR30,13
FR82,FR41,10
FR82,FR42,10
FR82,FR43,8
FR82,FR51,14
FR82,FR52,16
FR82,FR53,11
FR82,FR61,9
FR82,FR62,6
FR82,FR63,10
FR82,FR71,5
FR82,FR72,7
FR82,FR81,4
FR82,FR82,2
FR82,FR83,14
FR82,HR03,15
FR82,HR04,14
FR82,HU10,17
FR82,HU21,16
FR82,HU22,15
FR82,HU23,16
FR82,HU31,19
FR82,HU32,20
FR82,HU33,21
FR82,IE01,29
FR82,IE02,28
FR82,ITC1,6
FR82,ITC2,7
FR82,ITC3,5
FR82,ITC4,6
FR82,ITF1,11
FR82,ITF2,13
FR82,ITF3,12
FR82,ITF4,15
FR82,ITF5,14
FR82,ITF6,17
FR82,ITG1,21
FR82,ITG2,19
FR82,ITH1,9
FR82,ITH2,8
FR82,ITH3,8
FR82,ITH4,10
FR82,ITH5,7
FR82,ITI1,7
FR82,ITI2,9
FR82,ITI3,10
FR82,ITI4,10
FR82,LT00,35
FR82,LU00,11
FR82,LV00,38
FR82,MT00,27
FR82,NL11,17
FR82,NL12,17
FR82,NL13,17
FR82,NL21,16
FR82,NL22,15
FR82,NL23,16
FR82,NL31,15
FR82,NL32,15
FR82,NL33,15
FR82,NL34,14
FR82,NL41,14
FR82,NL42,14
FR82,PL11,24
FR82,PL12,26
FR82,PL21,24
FR82,PL22,22
FR82,PL31,29
FR82,PL32,26
FR82,PL33,27
FR82,PL34,29
FR82,PL41,23
FR82,PL42,23
FR82,PL43,21
FR82,PL51,21
FR82,PL52,23
FR82,PL61,25
FR82,PL62,29
FR82,PL63,28
FR82,PT11,20
FR82,PT15,23
FR82,PT16,21
FR82,PT17,23
FR82,PT18,22
FR82,PT20,87
FR82,PT30,65
FR82,RO11,25
FR82,RO12,27
FR82,RO21,32
FR82,RO22,30
FR82,RO31,27
FR82,RO32,27
FR82,RO41,24
FR82,RO42,22
FR82,SE11,32
FR82,SE12,31
FR82,SE21,29
FR82,SE22,25
FR82,SE23,28
FR82,SE31,32
FR82,SE32,36
FR82,SE33,42
FR82,SI01,13
FR82,SI02,11
FR82,SK01,18
FR82,SK02,19
FR82,SK03,20
FR82,SK04,24
FR82,UKC1,21
FR82,UKC2,22
FR82,UKD1,22
FR82,UKD3,21
FR82,UKD4,21
FR82,UKD6,20
FR82,UKD7,21
FR82,UKE1,20
FR82,UKE2,21
FR82,UKE3,20
FR82,UKE4,21
FR82,UKF1,20
FR82,UKF2,19
FR82,UKF3,19
FR82,UKG1,19
FR82,UKG2,20
FR82,UKG3,19
FR82,UKH1,19
FR82,UKH2,18
FR82,UKH3,17
FR82,UKI1,18
FR82,UKI2,17
FR82,UKJ1,18
FR82,UKJ2,17
FR82,UKJ3,18
FR82,UKJ4,17
FR82,UKK1,19
FR82,UKK2,19
FR82,UKK3,22
FR82,UKK4,21
FR82,UKL1,20
FR82,UKL2,20
FR82,UKM2,25
FR82,UKM3,24
FR82,UKM5,27
FR82,UKM6,28
FR82,UKN0,29
FR83,AT11,20
FR83,AT12,21
FR83,AT13,21
FR83,AT21,16
FR83,AT22,19
FR83,AT31,21
FR83,AT32,19
FR83,AT33,17
FR83,AT34,17
FR83,BE10,24
FR83,BE21,24
FR83,BE22,24
FR83,BE23,25
FR83,BE24,24
FR83,BE25,25
FR83,BE31,24
FR83,BE32,24
FR83,BE33,23
FR83,BE34,22
FR83,BE35,23
FR83,BG31,30
FR83,BG32,33
FR83,BG33,35
FR83,BG34,32
FR83,BG41,30
FR83,BG42,32
FR83,CY00,55
FR83,CZ01,23
FR83,CZ02,24
FR83,CZ03,22
FR83,CZ04,24
FR83,CZ05,26
FR83,CZ06,24
FR83,CZ07,26
FR83,CZ08,26
FR83,DE11,20
FR83,DE12,20
FR83,DE13,19
FR83,DE14,19
FR83,DE21,18
FR83,DE22,20
FR83,DE23,21
FR83,DE24,21
FR83,DE25,21
FR83,DE26,22
FR83,DE27,19
FR83,DE30,26
FR83,DE40,26
FR83,DE50,28
FR83,DE60,28
FR83,DE71,22
FR83,DE72,22
FR83,DE73,23
FR83,DE80,29
FR83,DE91,25
FR83,DE92,26
FR83,DE93,28
FR83,DE94,26
FR83,DEA1,24
FR83,DEA2,23
FR83,DEA3,25
FR83,DEA4,26
FR83,DEA5,25
FR83,DEB1,22
FR83,DEB2,22
FR83,DEB3,21
FR83,DEC0,21
FR83,DED2,25
FR83,DED4,24
FR83,DED5,24
FR83,DEE0,25
FR83,DEF0,29
FR83,DEG0,23
FR83,DK01,33
FR83,DK02,33
FR83,DK03,32
FR83,DK04,33
FR83,DK05,34
FR83,EE00,52
FR83,EL11,34
FR83,EL12,31
FR83,EL13,32
FR83,EL14,33
FR83,EL21,31
FR83,EL22,35
FR83,EL23,34
FR83,EL24,35
FR83,EL25,37
FR83,EL30,37
FR83,EL41,44
FR83,EL42,47
FR83,EL43,50
FR83,ES11,32
FR83,ES12,29
FR83,ES13,26
FR83,ES21,24
FR83,ES22,25
FR83,ES23,27
FR83,ES24,25
FR83,ES30,28
FR83,ES41,29
FR83,ES42,29
FR83,ES43,33
FR83,ES51,22
FR83,ES52,27
FR83,ES53,31
FR83,ES61,34
FR83,ES62,29
FR83,ES63,38
FR83,ES64,39
FR83,ES70,89
FR83,FI19,57
FR83,FI1B,54
FR83,FI1C,56
FR83,FI1D,58
FR83,FI20,46
FR83,FR10,21
FR83,FR21,22
FR83,FR22,23
FR83,FR23,24
FR83,FR24,23
FR83,FR25,25
FR83,FR26,19
FR83,FR30,24
FR83,FR41,21
FR83,FR42,19
FR83,FR43,19
FR83,FR51,26
FR83,FR52,28
FR83,FR53,24
FR83,FR61,23
FR83,FR62,20
FR83,FR63,22
FR83,FR71,17
FR83,FR72,19
FR83,FR81,17
FR83,FR82,14
FR83,FR83,3
FR83,HR03,20
FR83,HR04,19
FR83,HU10,22
FR83,HU21,21
FR83,HU22,21
FR83,HU23,21
FR83,HU31,24
FR83,HU32,24
FR83,HU33,25
FR83,IE01,41
FR83,IE02,41
FR83,ITC1,13
FR83,ITC2,14
FR83,ITC3,12
FR83,ITC4,13
FR83,ITF1,15
FR83,ITF2,17
FR83,ITF3,16
FR83,ITF4,19
FR83,ITF5,18
FR83,ITF6,20
FR83,ITG1,26
FR83,ITG2,12
FR83,ITH1,15
FR83,ITH2,14
FR83,ITH3,13
FR83,ITH4,14
FR83,ITH5,12
FR83,ITI1,10
FR83,ITI2,12
FR83,ITI3,14
FR83,ITI4,14
FR83,LT00,43
FR83,LU00,21
FR83,LV00,46
FR83,MT00,31
FR83,NL11,27
FR83,NL12,27
FR83,NL13,27
FR83,NL21,26
FR83,NL22,26
FR83,NL23,26
FR83,NL31,26
FR83,NL32,27
FR83,NL33,26
FR83,NL34,25
FR83,NL41,25
FR83,NL42,24
FR83,PL11,32
FR83,PL12,34
FR83,PL21,29
FR83,PL22,27
FR83,PL31,35
FR83,PL32,31
FR83,PL33,31
FR83,PL34,37
FR83,PL41,32
FR83,PL42,30
FR83,PL43,28
FR83,PL51,29
FR83,PL52,28
FR83,PL61,36
FR83,PL62,38
FR83,PL63,36
FR83,PT11,35
FR83,PT15,38
FR83,PT16,35
FR83,PT17,36
FR83,PT18,36
FR83,PT20,101
FR83,PT30,78
FR83,RO11,29
FR83,RO12,31
FR83,RO21,35
FR83,RO22,35
FR83,RO31,32
FR83,RO32,32
FR83,RO41,29
FR83,RO42,27
FR83,SE11,41
FR83,SE12,40
FR83,SE21,38
FR83,SE22,34
FR83,SE23,37
FR83,SE31,41
FR83,SE32,46
FR83,SE33,50
FR83,SI01,17
FR83,SI02,16
FR83,SK01,23
FR83,SK02,24
FR83,SK03,25
FR83,SK04,28
FR83,UKC1,33
FR83,UKC2,33
FR83,UKD1,35
FR83,UKD3,33
FR83,UKD4,34
FR83,UKD6,32
FR83,UKD7,33
FR83,UKE1,32
FR83,UKE2,33
FR83,UKE3,32
FR83,UKE4,33
FR83,UKF1,32
FR83,UKF2,31
FR83,UKF3,32
FR83,UKG1,32
FR83,UKG2,32
FR83,UKG3,31
FR83,UKH1,31
FR83,UKH2,30
FR83,UKH3,30
FR83,UKI1,30
FR83,UKI2,30
FR83,UKJ1,30
FR83,UKJ2,30
FR83,UKJ3,30
FR83,UKJ4,28
FR83,UKK1,32
FR83,UKK2,31
FR83,UKK3,34
FR83,UKK4,33
FR83,UKL1,33
FR83,UKL2,32
FR83,UKM2,36
FR83,UKM3,36
FR83,UKM5,39
FR83,UKM6,40
FR83,UKN0,41
HR03,AT11,9
HR03,AT12,10
HR03,AT13,9
HR03,AT21,8
HR03,AT22,7
HR03,AT31,10
HR03,AT32,11
HR03,AT33,13
HR03,AT34,15
HR03,BE10,21
HR03,BE21,21
HR03,BE22,20
HR03,BE23,22
HR03,BE24,21
HR03,BE25,22
HR03,BE31,22
HR03,BE32,21
HR03,BE33,20
HR03,BE34,21
HR03,BE35,22
HR03,BG31,19
HR03,BG32,23
HR03,BG33,25
HR03,BG34,22
HR03,BG41,18
HR03,BG42,21
HR03,CY00,44
HR03,CZ01,15
HR03,CZ02,16
HR03,CZ03,14
HR03,CZ04,17
HR03,CZ05,16
HR03,CZ06,12
HR03,CZ07,13
HR03,CZ08,14
HR03,DE11,16
HR03,DE12,16
HR03,DE13,17
HR03,DE14,16
HR03,DE21,13
HR03,DE22,12
HR03,DE23,13
HR03,DE24,14
HR03,DE25,14
HR03,DE26,15
HR03,DE27,15
HR03,DE30,19
HR03,DE40,19
HR03,DE50,22
HR03,DE60,22
HR03,DE71,17
HR03,DE72,17
HR03,DE73,17
HR03,DE80,22
HR03,DE91,19
HR03,DE92,20
HR03,DE93,22
HR03,DE94,21
HR03,DEA1,19
HR03,DEA2,19
HR03,DEA3,20
HR03,DEA4,19
HR03,DEA5,19
HR03,DEB1,18
HR03,DEB2,19
HR03,DEB3,17
HR03,DEC0,19
HR03,DED2,17
HR03,DED4,17
HR03,DED5,17
HR03,DEE0,18
HR03,DEF0,23
HR03,DEG0,17
HR03,DK01,28
HR03,DK02,26
HR03,DK03,25
HR03,DK04,26
HR03,DK05,28
HR03,EE00,38
HR03,EL11,21
HR03,EL12,18
HR03,EL13,19
HR03,EL14,20
HR03,EL21,21
HR03,EL22,27
HR03,EL23,23
HR03,EL24,23
HR03,EL25,27
HR03,EL30,23
HR03,EL41,32
HR03,EL42,35
HR03,EL43,38
HR03,ES11,36
HR03,ES12,31
HR03,ES13,28
HR03,ES21,28
HR03,ES22,27
HR03,ES23,28
HR03,ES24,25
HR03,ES30,29
HR03,ES41,30
HR03,ES42,30
HR03,ES43,34
HR03,ES51,22
HR03,ES52,28
HR03,ES53,31
HR03,ES61,35
HR03,ES62,30
HR03,ES63,39
HR03,ES64,41
HR03,ES70,91
HR03,FI19,46
HR03,FI1B,43
HR03,FI1C,45
HR03,FI1D,49
HR03,FI20,40
HR03,FR10,22
HR03,FR21,22
HR03,FR22,24
HR03,FR23,26
HR03,FR24,20
HR03,FR25,27
HR03,FR26,17
HR03,FR30,23
HR03,FR41,19
HR03,FR42,17
HR03,FR43,16
HR03,FR51,24
HR03,FR52,26
HR03,FR53,23
HR03,FR61,23
HR03,FR62,20
HR03,FR63,19
HR03,FR71,15
HR03,FR72,18
HR03,FR81,18
HR03,FR82,15
HR03,FR83,20
HR03,HR03,5
HR03,HR04,6
HR03,HU10,10
HR03,HU21,9
HR03,HU22,9
HR03,HU23,10
HR03,HU31,13
HR03,HU32,14
HR03,HU33,13
HR03,IE01,40
HR03,IE02,39
HR03,ITC1,11
HR03,ITC2,12
HR03,ITC3,11
HR03,ITC4,10
HR03,ITF1,12
HR03,ITF2,14
HR03,ITF3,15
HR03,ITF4,15
HR03,ITF5,15
HR03,ITF6,18
HR03,ITG1,22
HR03,ITG2,27
HR03,ITH1,11
HR03,ITH2,10
HR03,ITH3,8
HR03,ITH4,7
HR03,ITH5,10
HR03,ITI1,10
HR03,ITI2,11
HR03,ITI3,10
HR03,ITI4,13
HR03,LT00,31
HR03,LU00,20
HR03,LV00,34
HR03,MT00,28
HR03,NL11,22
HR03,NL12,22
HR03,NL13,22
HR03,NL21,21
HR03,NL22,21
HR03,NL23,22
HR03,NL31,21
HR03,NL32,22
HR03,NL33,22
HR03,NL34,22
HR03,NL41,21
HR03,NL42,20
HR03,PL11,19
