start_location,end_location,total_cost
FR53,DE50,1936
FR53,DE60,2129
FR53,DE71,1707
FR53,DE72,1737
FR53,DE73,1866
FR53,DE80,2321
FR53,DE91,1935
FR53,DE92,1877
FR53,DE93,1970
FR53,DE94,1775
FR53,DEA1,1518
FR53,DEA2,1493
FR53,DEA3,1626
FR53,DEA4,1770
FR53,DEA5,1626
FR53,DEB1,1566
FR53,DEB2,1377
FR53,DEB3,1584
FR53,DEC0,1453
FR53,DED2,2260
FR53,DED4,2146
FR53,DED5,2147
FR53,DEE0,2072
FR53,DEF0,2099
FR53,DEG0,2004
FR53,DK01,2877
FR53,DK02,2760
FR53,DK03,2611
FR53,DK04,2658
FR53,DK05,2824
FR53,EE00,3918
FR53,EL11,3744
FR53,EL12,3593
FR53,EL13,3680
FR53,EL14,3735
FR53,EL21,3719
FR53,EL22,4073
FR53,EL23,4026
FR53,EL24,3984
FR53,EL25,4253
FR53,EL30,4135
FR53,EL41,4660
FR53,EL42,5052
FR53,EL43,5353
FR53,ES11,1441
FR53,ES12,1141
FR53,ES13,961
FR53,ES21,843
FR53,ES22,794
FR53,ES23,877
FR53,ES24,975
FR53,ES30,1224
FR53,ES41,1125
FR53,ES42,1301
FR53,ES43,1447
FR53,ES51,1364
FR53,ES52,1330
FR53,ES53,2389
FR53,ES61,1661
FR53,ES62,1431
FR53,ES63,2111
FR53,ES64,2476
FR53,ES70,6457
FR53,FI19,4728
FR53,FI1B,4741
FR53,FI1C,4678
FR53,FI1D,4781
FR53,FI20,3880
FR53,FR10,817
FR53,FR21,1065
FR53,FR22,934
FR53,FR23,840
FR53,FR24,542
FR53,FR25,723
FR53,FR26,783
FR53,FR30,1148
FR53,FR41,1294
FR53,FR42,1276
FR53,FR43,1007
FR53,FR51,364
FR53,FR52,503
FR53,FR53,182
FR53,FR61,463
FR53,FR62,886
FR53,FR63,327
FR53,FR71,911
FR53,FR72,639
FR53,FR81,1297
FR53,FR82,1574
FR53,FR83,2641
FR53,HR03,2188
FR53,HR04,2294
FR53,HU10,2644
FR53,HU21,2470
FR53,HU22,2265
FR53,HU23,2422
FR53,HU31,2807
FR53,HU32,2906
FR53,HU33,2742
FR53,IE01,2699
FR53,IE02,2485
FR53,ITC1,1328
FR53,ITC2,1155
FR53,ITC3,1587
FR53,ITC4,1465
FR53,ITF1,2403
FR53,ITF2,2587
FR53,ITF3,2557
FR53,ITF4,2903
FR53,ITF5,2837
FR53,ITF6,3127
FR53,ITG1,3590
FR53,ITG2,3009
FR53,ITH1,1900
FR53,ITH2,1732
FR53,ITH3,1683
FR53,ITH4,1933
FR53,ITH5,1733
FR53,ITI1,1817
FR53,ITI2,2108
FR53,ITI3,2212
FR53,ITI4,2195
FR53,LT00,3377
FR53,LU00,1354
FR53,LV00,3599
FR53,MT00,4123
FR53,NL11,1755
FR53,NL12,1684
FR53,NL13,1694
FR53,NL21,1667
FR53,NL22,1565
FR53,NL23,1597
FR53,NL31,1555
FR53,NL32,1598
FR53,NL33,1549
FR53,NL34,1419
FR53,NL41,1471
FR53,NL42,1475
FR53,PL11,2554
FR53,PL12,2867
FR53,PL21,2523
FR53,PL22,2408
FR53,PL31,2889
FR53,PL32,2751
FR53,PL33,2636
FR53,PL34,3053
FR53,PL41,2378
FR53,PL42,2287
FR53,PL43,2150
FR53,PL51,2196
FR53,PL52,2326
FR53,PL61,2580
FR53,PL62,2859
FR53,PL63,2627
FR53,PT11,1522
FR53,PT15,1873
FR53,PT16,1540
FR53,PT17,1836
FR53,PT18,1718
FR53,PT20,7329
FR53,PT30,5356
FR53,RO11,3012
FR53,RO12,3114
FR53,RO21,3357
FR53,RO22,3441
FR53,RO31,3275
FR53,RO32,3301
FR53,RO41,3050
FR53,RO42,2902
FR53,SE11,3512
FR53,SE12,3493
FR53,SE21,3187
FR53,SE22,2885
FR53,SE23,3188
FR53,SE31,3482
FR53,SE32,3932
FR53,SE33,4425
FR53,SI01,2184
FR53,SI02,1951
FR53,SK01,2261
FR53,SK02,2328
FR53,SK03,2475
FR53,SK04,2688
FR53,UKC1,1968
FR53,UKC2,2008
FR53,UKD1,1989
FR53,UKD3,1846
FR53,UKD4,1889
FR53,UKD6,1815
FR53,UKD7,1847
FR53,UKE1,1875
FR53,UKE2,1929
FR53,UKE3,1827
FR53,UKE4,1878
FR53,UKF1,1772
FR53,UKF2,1702
FR53,UKF3,1833
FR53,UKG1,1695
FR53,UKG2,1753
FR53,UKG3,1720
FR53,UKH1,1796
FR53,UKH2,1650
FR53,UKH3,1690
FR53,UKI1,1672
FR53,UKI2,1669
FR53,UKJ1,1634
FR53,UKJ2,1574
FR53,UKJ3,1548
FR53,UKJ4,1605
FR53,UKK1,1619
FR53,UKK2,1482
FR53,UKK3,1684
FR53,UKK4,1605
FR53,UKL1,1785
FR53,UKL2,1737
FR53,UKM2,2211
FR53,UKM3,2169
FR53,UKM5,2444
FR53,UKM6,2573
FR53,UKN0,2708
FR61,AT11,2884
FR61,AT12,2786
FR61,AT13,2793
FR61,AT21,2488
FR61,AT22,2728
FR61,AT31,2437
FR61,AT32,2416
FR61,AT33,2255
FR61,AT34,1869
FR61,BE10,1496
FR61,BE21,1637
FR61,BE22,1687
FR61,BE23,1565
FR61,BE24,1557
FR61,BE25,1483
FR61,BE31,1471
FR61,BE32,1452
FR61,BE33,1615
FR61,BE34,1519
FR61,BE35,1537
FR61,BG31,3351
FR61,BG32,3489
FR61,BG33,3658
FR61,BG34,3526
FR61,BG41,3310
FR61,BG42,3409
FR61,CY00,5782
FR61,CZ01,1996
FR61,CZ02,2029
FR61,CZ03,1937
FR61,CZ04,2014
FR61,CZ05,2185
FR61,CZ06,2260
FR61,CZ07,2356
FR61,CZ08,2461
FR61,DE11,1741
FR61,DE12,1661
FR61,DE13,1522
FR61,DE14,1791
FR61,DE21,2165
FR61,DE22,2202
FR61,DE23,2156
FR61,DE24,2036
FR61,DE25,1991
FR61,DE26,1924
FR61,DE27,1972
FR61,DE30,2492
FR61,DE40,2459
FR61,DE50,2109
FR61,DE60,2424
FR61,DE71,1841
FR61,DE72,2022
FR61,DE73,2003
FR61,DE80,2587
FR61,DE91,2139
FR61,DE92,2160
FR61,DE93,2202
FR61,DE94,1990
FR61,DEA1,1810
FR61,DEA2,1706
FR61,DEA3,1839
FR61,DEA4,1980
FR61,DEA5,1837
FR61,DEB1,1787
FR61,DEB2,1634
FR61,DEB3,1685
FR61,DEC0,1660
FR61,DED2,2382
FR61,DED4,2261
FR61,DED5,2309
FR61,DEE0,2241
FR61,DEF0,2376
FR61,DEG0,2131
FR61,DK01,3153
FR61,DK02,3048
FR61,DK03,2874
FR61,DK04,2930
FR61,DK05,3099
FR61,EE00,3908
FR61,EL11,3981
FR61,EL12,3850
FR61,EL13,3890
FR61,EL14,3978
FR61,EL21,3839
FR61,EL22,4208
FR61,EL23,4145
FR61,EL24,4168
FR61,EL25,4334
FR61,EL30,4502
FR61,EL41,4861
FR61,EL42,5253
FR61,EL43,5518
FR61,ES11,1102
FR61,ES12,817
FR61,ES13,635
FR61,ES21,489
FR61,ES22,460
FR61,ES23,535
FR61,ES24,615
FR61,ES30,859
FR61,ES41,759
FR61,ES42,961
FR61,ES43,1119
FR61,ES51,918
FR61,ES52,970
FR61,ES53,1943
FR61,ES61,1341
FR61,ES62,1106
FR61,ES63,1763
FR61,ES64,2120
FR61,ES70,6240
FR61,FI19,4933
FR61,FI1B,5098
FR61,FI1C,4973
FR61,FI1D,5011
FR61,FI20,4111
FR61,FR10,1075
FR61,FR21,1304
FR61,FR22,1155
FR61,FR23,1145
FR61,FR24,773
FR61,FR25,1066
FR61,FR26,964
FR61,FR30,1330
FR61,FR41,1513
FR61,FR42,1466
FR61,FR43,1198
FR61,FR51,732
FR61,FR52,938
FR61,FR53,463
FR61,FR61,254
FR61,FR62,560
FR61,FR63,470
FR61,FR71,1089
FR61,FR72,842
FR61,FR81,977
FR61,FR82,1321
FR61,FR83,2572
FR61,HR03,2382
FR61,HR04,2506
FR61,HU10,2789
FR61,HU21,2666
FR61,HU22,2458
FR61,HU23,2585
FR61,HU31,2938
FR61,HU32,3094
FR61,HU33,2945
FR61,IE01,3128
FR61,IE02,2877
FR61,ITC1,1531
FR61,ITC2,1336
FR61,ITC3,1783
FR61,ITC4,1635
FR61,ITF1,2510
FR61,ITF2,2714
FR61,ITF3,2803
FR61,ITF4,3031
FR61,ITF5,3060
FR61,ITF6,3308
FR61,ITG1,3833
FR61,ITG2,2758
FR61,ITH1,2136
FR61,ITH2,1942
FR61,ITH3,1938
FR61,ITH4,2206
FR61,ITH5,1920
FR61,ITI1,2057
FR61,ITI2,2301
FR61,ITI3,2322
FR61,ITI4,2447
FR61,LT00,3306
FR61,LU00,1615
FR61,LV00,3535
FR61,MT00,4356
FR61,NL11,1979
FR61,NL12,1917
FR61,NL13,1929
FR61,NL21,1901
FR61,NL22,1838
FR61,NL23,1804
FR61,NL31,1805
FR61,NL32,1847
FR61,NL33,1737
FR61,NL34,1644
FR61,NL41,1748
FR61,NL42,1715
FR61,PL11,2661
FR61,PL12,2831
FR61,PL21,2688
FR61,PL22,2550
FR61,PL31,3008
FR61,PL32,2901
FR61,PL33,2790
FR61,PL34,3018
FR61,PL41,2543
FR61,PL42,2500
FR61,PL43,2306
FR61,PL51,2327
FR61,PL52,2466
FR61,PL61,2767
FR61,PL62,3059
FR61,PL63,2845
FR61,PT11,1177
FR61,PT15,1516
FR61,PT16,1235
FR61,PT17,1491
FR61,PT18,1366
FR61,PT20,6910
FR61,PT30,4930
FR61,RO11,3183
FR61,RO12,3296
FR61,RO21,3526
FR61,RO22,3639
FR61,RO31,3439
FR61,RO32,3478
FR61,RO41,3251
FR61,RO42,3057
FR61,SE11,3754
FR61,SE12,3698
FR61,SE21,3469
FR61,SE22,3138
FR61,SE23,3450
FR61,SE31,3740
FR61,SE32,4160
FR61,SE33,4693
FR61,SI01,2349
FR61,SI02,2202
FR61,SK01,2454
FR61,SK02,2511
FR61,SK03,2638
FR61,SK04,2758
FR61,UKC1,2279
FR61,UKC2,2300
FR61,UKD1,2336
FR61,UKD3,2191
FR61,UKD4,2254
FR61,UKD6,2132
FR61,UKD7,2203
FR61,UKE1,2179
FR61,UKE2,2253
FR61,UKE3,2164
FR61,UKE4,2199
FR61,UKF1,2070
FR61,UKF2,2005
FR61,UKF3,2082
FR61,UKG1,2063
FR61,UKG2,2131
FR61,UKG3,2064
FR61,UKH1,1985
FR61,UKH2,1914
FR61,UKH3,1888
FR61,UKI1,2009
FR61,UKI2,1927
FR61,UKJ1,1943
FR61,UKJ2,1856
FR61,UKJ3,1952
FR61,UKJ4,1790
FR61,UKK1,2016
FR61,UKK2,1908
FR61,UKK3,2110
FR61,UKK4,2024
FR61,UKL1,2182
FR61,UKL2,2141
FR61,UKM2,2558
FR61,UKM3,2516
FR61,UKM5,2767
FR61,UKM6,2906
FR61,UKN0,3044
FR62,AT11,2888
FR62,AT12,2894
FR62,AT13,2919
FR62,AT21,2365
FR62,AT22,2620
FR62,AT31,2600
FR62,AT32,2452
FR62,AT33,2207
FR62,AT34,1991
FR62,BE10,1918
FR62,BE21,2023
FR62,BE22,2060
FR62,BE23,1953
FR62,BE24,1977
FR62,BE25,1922
FR62,BE31,1915
FR62,BE32,1860
FR62,BE33,2021
FR62,BE34,1903
FR62,BE35,1941
FR62,BG31,3219
FR62,BG32,3423
FR62,BG33,3545
FR62,BG34,3399
FR62,BG41,3197
FR62,BG42,3333
FR62,CY00,5684
FR62,CZ01,2251
FR62,CZ02,2221
FR62,CZ03,2185
FR62,CZ04,2240
FR62,CZ05,2403
FR62,CZ06,2478
FR62,CZ07,2586
FR62,CZ08,2678
FR62,DE11,1983
FR62,DE12,1902
FR62,DE13,1726
FR62,DE14,1971
FR62,DE21,2236
FR62,DE22,2418
FR62,DE23,2297
FR62,DE24,2284
FR62,DE25,2174
FR62,DE26,2130
FR62,DE27,2137
FR62,DE30,2844
FR62,DE40,2817
FR62,DE50,2543
FR62,DE60,2757
FR62,DE71,2077
FR62,DE72,2176
FR62,DE73,2337
FR62,DE80,2924
FR62,DE91,2437
FR62,DE92,2461
FR62,DE93,2589
FR62,DE94,2401
FR62,DEA1,2156
FR62,DEA2,2103
FR62,DEA3,2240
FR62,DEA4,2362
FR62,DEA5,2241
FR62,DEB1,2126
FR62,DEB2,1957
FR62,DEB3,1904
FR62,DEC0,1953
FR62,DED2,2640
FR62,DED4,2473
FR62,DED5,2531
FR62,DEE0,2560
FR62,DEF0,2753
FR62,DEG0,2332
FR62,DK01,3525
FR62,DK02,3438
FR62,DK03,3227
FR62,DK04,3316
FR62,DK05,3486
FR62,EE00,4136
FR62,EL11,3821
FR62,EL12,3684
FR62,EL13,3776
FR62,EL14,3860
FR62,EL21,3542
FR62,EL22,3778
FR62,EL23,3749
FR62,EL24,4024
FR62,EL25,3966
FR62,EL30,4261
FR62,EL41,4653
FR62,EL42,5130
FR62,EL43,5339
FR62,ES11,1347
FR62,ES12,1063
FR62,ES13,871
FR62,ES21,748
FR62,ES22,715
FR62,ES23,789
FR62,ES24,631
FR62,ES30,961
FR62,ES41,981
FR62,ES42,1027
FR62,ES43,1332
FR62,ES51,584
FR62,ES52,1027
FR62,ES53,1590
FR62,ES61,1443
FR62,ES62,1134
FR62,ES63,1820
FR62,ES64,2165
FR62,ES70,6490
FR62,FI19,5351
FR62,FI1B,5294
FR62,FI1C,5315
FR62,FI1D,5497
FR62,FI20,4488
FR62,FR10,1475
FR62,FR21,1613
FR62,FR22,1576
FR62,FR23,1524
FR62,FR24,1119
FR62,FR25,1551
FR62,FR26,1171
FR62,FR30,1784
FR62,FR41,1821
FR62,FR42,1676
FR62,FR43,1392
FR62,FR51,1173
FR62,FR52,1416
FR62,FR53,886
FR62,FR61,560
FR62,FR62,176
FR62,FR63,662
FR62,FR71,953
FR62,FR72,745
FR62,FR81,492
FR62,FR82,808
FR62,FR83,2012
FR62,HR03,2253
FR62,HR04,2413
FR62,HU10,2787
FR62,HU21,2578
FR62,HU22,2475
FR62,HU23,2531
FR62,HU31,2963
FR62,HU32,3037
FR62,HU33,2829
FR62,IE01,3593
FR62,IE02,3417
FR62,ITC1,1380
FR62,ITC2,1309
FR62,ITC3,1242
FR62,ITC4,1526
FR62,ITF1,2133
FR62,ITF2,2249
FR62,ITF3,2343
FR62,ITF4,2633
FR62,ITF5,2550
FR62,ITF6,2802
FR62,ITG1,3329
FR62,ITG2,2224
FR62,ITH1,1949
FR62,ITH2,1814
FR62,ITH3,1846
FR62,ITH4,2036
FR62,ITH5,1716
FR62,ITI1,1563
FR62,ITI2,1820
FR62,ITI3,1970
FR62,ITI4,1940
FR62,LT00,3546
FR62,LU00,1984
FR62,LV00,3780
FR62,MT00,3813
FR62,NL11,2410
FR62,NL12,2352
FR62,NL13,2356
FR62,NL21,2300
FR62,NL22,2239
FR62,NL23,2232
FR62,NL31,2221
FR62,NL32,2252
FR62,NL33,2181
FR62,NL34,2057
FR62,NL41,2127
FR62,NL42,2097
FR62,PL11,2854
FR62,PL12,3093
FR62,PL21,2931
FR62,PL22,2773
FR62,PL31,3228
FR62,PL32,3144
FR62,PL33,3002
FR62,PL34,3261
FR62,PL41,2734
FR62,PL42,2797
FR62,PL43,2563
FR62,PL51,2538
FR62,PL52,2700
FR62,PL61,3068
FR62,PL62,3307
FR62,PL63,3107
FR62,PT11,1395
FR62,PT15,1730
FR62,PT16,1462
FR62,PT17,1716
FR62,PT18,1545
FR62,PT20,7252
FR62,PT30,5223
FR62,RO11,3136
FR62,RO12,3237
FR62,RO21,3482
FR62,RO22,3516
FR62,RO31,3367
FR62,RO32,3396
FR62,RO41,3151
FR62,RO42,3009
FR62,SE11,4194
FR62,SE12,4138
FR62,SE21,3790
FR62,SE22,3509
FR62,SE23,3857
FR62,SE31,4150
FR62,SE32,4576
FR62,SE33,5027
FR62,SI01,2293
FR62,SI02,2082
FR62,SK01,2555
FR62,SK02,2610
FR62,SK03,2767
FR62,SK04,3001
FR62,UKC1,2782
FR62,UKC2,2811
FR62,UKD1,2868
FR62,UKD3,2727
FR62,UKD4,2759
FR62,UKD6,2698
FR62,UKD7,2741
FR62,UKE1,2695
FR62,UKE2,2753
FR62,UKE3,2668
FR62,UKE4,2701
FR62,UKF1,2630
FR62,UKF2,2544
FR62,UKF3,2572
FR62,UKG1,2597
FR62,UKG2,2645
FR62,UKG3,2588
FR62,UKH1,2522
FR62,UKH2,2451
FR62,UKH3,2405
FR62,UKI1,2501
FR62,UKI2,2505
FR62,UKJ1,2520
FR62,UKJ2,2411
FR62,UKJ3,2511
FR62,UKJ4,2347
FR62,UKK1,2562
FR62,UKK2,2419
FR62,UKK3,2591
FR62,UKK4,2501
FR62,UKL1,2710
FR62,UKL2,2655
FR62,UKM2,3092
FR62,UKM3,3027
FR62,UKM5,3289
FR62,UKM6,3321
FR62,UKN0,3555
FR63,AT11,2488
FR63,AT12,2369
FR63,AT13,2389
FR63,AT21,2061
FR63,AT22,2344
FR63,AT31,2068
FR63,AT32,2061
FR63,AT33,1891
FR63,AT34,1546
FR63,BE10,1338
FR63,BE21,1426
FR63,BE22,1473
FR63,BE23,1363
FR63,BE24,1371
FR63,BE25,1322
FR63,BE31,1330
FR63,BE32,1271
FR63,BE33,1426
FR63,BE34,1325
FR63,BE35,1343
FR63,BG31,3027
FR63,BG32,3210
FR63,BG33,3283
FR63,BG34,3210
FR63,BG41,3045
FR63,BG42,3144
FR63,CY00,5400
FR63,CZ01,1679
FR63,CZ02,1739
FR63,CZ03,1630
FR63,CZ04,1706
FR63,CZ05,1850
FR63,CZ06,1936
FR63,CZ07,2031
FR63,CZ08,2142
FR63,DE11,1422
FR63,DE12,1355
FR63,DE13,1197
FR63,DE14,1466
FR63,DE21,1778
FR63,DE22,1876
FR63,DE23,1742
FR63,DE24,1737
FR63,DE25,1619
FR63,DE26,1600
FR63,DE27,1621
FR63,DE30,2305
FR63,DE40,2227
FR63,DE50,1951
FR63,DE60,2165
FR63,DE71,1495
FR63,DE72,1589
FR63,DE73,1775
FR63,DE80,2353
FR63,DE91,1852
FR63,DE92,1902
FR63,DE93,2004
FR63,DE94,1795
FR63,DEA1,1588
FR63,DEA2,1540
FR63,DEA3,1660
FR63,DEA4,1789
FR63,DEA5,1651
FR63,DEB1,1589
FR63,DEB2,1428
FR63,DEB3,1374
FR63,DEC0,1352
FR63,DED2,2033
FR63,DED4,1892
FR63,DED5,1970
FR63,DEE0,1978
FR63,DEF0,2173
FR63,DEG0,1783
FR63,DK01,2894
FR63,DK02,2791
FR63,DK03,2596
FR63,DK04,2689
FR63,DK05,2828
FR63,EE00,3553
FR63,EL11,3567
FR63,EL12,3428
FR63,EL13,3480
FR63,EL14,3565
FR63,EL21,3523
FR63,EL22,3915
FR63,EL23,3886
FR63,EL24,3766
FR63,EL25,4068
FR63,EL30,4018
FR63,EL41,4401
FR63,EL42,4896
FR63,EL43,5060
FR63,ES11,1462
FR63,ES12,1183
FR63,ES13,992
FR63,ES21,844
FR63,ES22,833
FR63,ES23,913
FR63,ES24,1010
FR63,ES30,1237
FR63,ES41,1119
FR63,ES42,1314
FR63,ES43,1439
FR63,ES51,1156
FR63,ES52,1394
FR63,ES53,2119
FR63,ES61,1688
FR63,ES62,1496
FR63,ES63,2125
FR63,ES64,2475
FR63,ES70,6524
FR63,FI19,4746
FR63,FI1B,4725
FR63,FI1C,4676
FR63,FI1D,4818
FR63,FI20,3933
FR63,FR10,845
FR63,FR21,1034
FR63,FR22,992
FR63,FR23,925
FR63,FR24,507
FR63,FR25,912
FR63,FR26,590
FR63,FR30,1209
FR63,FR41,1202
FR63,FR42,1111
FR63,FR43,826
FR63,FR51,557
FR63,FR52,708
FR63,FR53,327
FR63,FR61,470
FR63,FR62,662
FR63,FR63,129
FR63,FR71,741
FR63,FR72,433
FR63,FR81,920
FR63,FR82,1127
FR63,FR83,2344
FR63,HR03,2039
FR63,HR04,2156
FR63,HU10,2461
FR63,HU21,2329
FR63,HU22,2146
FR63,HU23,2283
FR63,HU31,2649
FR63,HU32,2801
FR63,HU33,2583
FR63,IE01,3004
FR63,IE02,2814
FR63,ITC1,1164
FR63,ITC2,1001
FR63,ITC3,1393
FR63,ITC4,1336
FR63,ITF1,2204
FR63,ITF2,2404
FR63,ITF3,2370
FR63,ITF4,2705
FR63,ITF5,2659
FR63,ITF6,2915
FR63,ITG1,3367
FR63,ITG2,2543
FR63,ITH1,1737
FR63,ITH2,1578
FR63,ITH3,1612
FR63,ITH4,1752
FR63,ITH5,1609
FR63,ITI1,1662
FR63,ITI2,1916
FR63,ITI3,2014
FR63,ITI4,2028
FR63,LT00,3038
FR63,LU00,1387
FR63,LV00,3230
FR63,MT00,3940
FR63,NL11,1790
FR63,NL12,1753
FR63,NL13,1754
FR63,NL21,1708
FR63,NL22,1621
FR63,NL23,1637
FR63,NL31,1593
FR63,NL32,1639
FR63,NL33,1583
FR63,NL34,1462
FR63,NL41,1528
FR63,NL42,1527
FR63,PL11,2361
FR63,PL12,2519
FR63,PL21,2358
FR63,PL22,2202
FR63,PL31,2663
FR63,PL32,2568
FR63,PL33,2467
FR63,PL34,2712
FR63,PL41,2294
FR63,PL42,2306
FR63,PL43,2098
FR63,PL51,1990
FR63,PL52,2126
FR63,PL61,2609
FR63,PL62,2801
FR63,PL63,2659
FR63,PT11,1509
FR63,PT15,1818
FR63,PT16,1579
FR63,PT17,1829
FR63,PT18,1700
FR63,PT20,7386
FR63,PT30,5353
FR63,RO11,2860
FR63,RO12,3000
FR63,RO21,3170
FR63,RO22,3343
FR63,RO31,3063
FR63,RO32,3133
FR63,RO41,2916
FR63,RO42,2759
FR63,SE11,3554
FR63,SE12,3486
FR63,SE21,3236
FR63,SE22,2896
FR63,SE23,3233
FR63,SE31,3553
FR63,SE32,3971
FR63,SE33,4413
FR63,SI01,2003
FR63,SI02,1804
FR63,SK01,2101
FR63,SK02,2192
FR63,SK03,2280
FR63,SK04,2484
FR63,UKC1,2188
FR63,UKC2,2231
FR63,UKD1,2273
FR63,UKD3,2111
FR63,UKD4,2174
FR63,UKD6,2116
FR63,UKD7,2130
FR63,UKE1,2093
FR63,UKE2,2134
FR63,UKE3,2059
FR63,UKE4,2109
FR63,UKF1,2030
FR63,UKF2,1972
FR63,UKF3,2030
FR63,UKG1,2012
FR63,UKG2,2050
FR63,UKG3,2028
FR63,UKH1,1933
FR63,UKH2,1880
FR63,UKH3,1834
FR63,UKI1,1916
FR63,UKI2,1888
FR63,UKJ1,1930
FR63,UKJ2,1846
FR63,UKJ3,1942
FR63,UKJ4,1768
FR63,UKK1,2005
FR63,UKK2,1956
FR63,UKK3,2217
FR63,UKK4,2109
FR63,UKL1,2133
FR63,UKL2,2074
FR63,UKM2,2475
FR63,UKM3,2478
FR63,UKM5,2675
FR63,UKM6,2823
FR63,UKN0,2948
FR71,AT11,1994
FR71,AT12,2055
FR71,AT13,2081
FR71,AT21,1486
FR71,AT22,1782
FR71,AT31,1722
FR71,AT32,1592
FR71,AT33,1430
FR71,AT34,1100
FR71,BE10,1366
FR71,BE21,1451
FR71,BE22,1418
FR71,BE23,1452
FR71,BE24,1376
FR71,BE25,1489
FR71,BE31,1341
FR71,BE32,1279
FR71,BE33,1338
FR71,BE34,1181
FR71,BE35,1282
FR71,BG31,2552
FR71,BG32,2730
FR71,BG33,2847
FR71,BG34,2719
FR71,BG41,2522
FR71,BG42,2618
FR71,CY00,4859
FR71,CZ01,1505
FR71,CZ02,1524
FR71,CZ03,1456
FR71,CZ04,1515
FR71,CZ05,1638
FR71,CZ06,1753
FR71,CZ07,1839
FR71,CZ08,1941
FR71,DE11,1119
FR71,DE12,1029
FR71,DE13,855
FR71,DE14,1090
FR71,DE21,1378
FR71,DE22,1572
FR71,DE23,1441
FR71,DE24,1420
FR71,DE25,1307
FR71,DE26,1282
FR71,DE27,1284
FR71,DE30,1954
FR71,DE40,1920
FR71,DE50,1831
FR71,DE60,1946
FR71,DE71,1186
FR71,DE72,1301
FR71,DE73,1433
FR71,DE80,2103
FR71,DE91,1594
FR71,DE92,1656
FR71,DE93,1811
FR71,DE94,1722
FR71,DEA1,1441
FR71,DEA2,1369
FR71,DEA3,1532
FR71,DEA4,1617
FR71,DEA5,1469
FR71,DEB1,1267
FR71,DEB2,1145
FR71,DEB3,1069
FR71,DEC0,1083
FR71,DED2,1749
FR71,DED4,1626
FR71,DED5,1683
FR71,DEE0,1680
FR71,DEF0,1969
FR71,DEG0,1507
FR71,DK01,2695
FR71,DK02,2586
FR71,DK03,2427
FR71,DK04,2509
FR71,DK05,2682
FR71,EE00,3378
FR71,EL11,3050
FR71,EL12,2890
FR71,EL13,2996
FR71,EL14,3076
FR71,EL21,3027
FR71,EL22,3381
FR71,EL23,3355
FR71,EL24,3252
FR71,EL25,3559
FR71,EL30,3472
FR71,EL41,3892
FR71,EL42,4218
FR71,EL43,4627
FR71,ES11,2086
FR71,ES12,1809
FR71,ES13,1613
FR71,ES21,1480
FR71,ES22,1424
FR71,ES23,1430
FR71,ES24,1283
FR71,ES30,1612
FR71,ES41,1649
FR71,ES42,1698
FR71,ES43,1920
FR71,ES51,1058
FR71,ES52,1567
FR71,ES53,2117
FR71,ES61,2104
FR71,ES62,1751
FR71,ES63,2527
FR71,ES64,2787
FR71,ES70,7001
FR71,FI19,4565
FR71,FI1B,4450
FR71,FI1C,4480
FR71,FI1D,4650
FR71,FI20,3691
FR71,FR10,1032
FR71,FR21,930
FR71,FR22,1141
FR71,FR23,1251
FR71,FR24,795
FR71,FR25,1398
FR71,FR26,493
FR71,FR30,1315
FR71,FR41,942
FR71,FR42,834
FR71,FR43,552
FR71,FR51,1080
FR71,FR52,1307
FR71,FR53,911
FR71,FR61,1089
FR71,FR62,953
FR71,FR63,741
FR71,FR71,219
FR71,FR72,445
FR71,FR81,594
FR71,FR82,618
FR71,FR83,1772
FR71,HR03,1546
FR71,HR04,1613
FR71,HU10,2002
FR71,HU21,1895
FR71,HU22,1715
FR71,HU23,1805
FR71,HU31,2224
FR71,HU32,2321
FR71,HU33,2109
FR71,IE01,3228
FR71,IE02,3041
FR71,ITC1,554
FR71,ITC2,459
FR71,ITC3,801
FR71,ITC4,734
FR71,ITF1,1696
FR71,ITF2,1838
FR71,ITF3,1804
FR71,ITF4,2218
FR71,ITF5,2083
FR71,ITF6,2343
FR71,ITG1,2830
FR71,ITG2,2077
FR71,ITH1,1148
FR71,ITH2,1003
FR71,ITH3,1016
FR71,ITH4,1203
FR71,ITH5,1089
FR71,ITI1,1076
FR71,ITI2,1342
FR71,ITI3,1452
FR71,ITI4,1435
FR71,LT00,2829
FR71,LU00,1094
FR71,LV00,3058
FR71,MT00,3392
FR71,NL11,1812
FR71,NL12,1780
FR71,NL13,1757
FR71,NL21,1668
FR71,NL22,1587
FR71,NL23,1656
FR71,NL31,1624
FR71,NL32,1679
FR71,NL33,1624
FR71,NL34,1521
FR71,NL41,1519
FR71,NL42,1416
FR71,PL11,2142
FR71,PL12,2337
FR71,PL21,2166
FR71,PL22,2031
FR71,PL31,2476
FR71,PL32,2389
FR71,PL33,2261
FR71,PL34,2507
FR71,PL41,2050
FR71,PL42,2020
FR71,PL43,1836
FR71,PL51,1803
FR71,PL52,1932
FR71,PL61,2327
FR71,PL62,2546
FR71,PL63,2371
FR71,PT11,2050
FR71,PT15,2315
FR71,PT16,2096
FR71,PT17,2335
FR71,PT18,2156
FR71,PT20,7828
FR71,PT30,5831
FR71,RO11,2426
FR71,RO12,2479
FR71,RO21,2765
FR71,RO22,2824
FR71,RO31,2620
FR71,RO32,2666
FR71,RO41,2445
FR71,RO42,2256
FR71,SE11,3345
FR71,SE12,3270
FR71,SE21,3034
FR71,SE22,2691
