start_location,end_location,total_cost
BE35,EL21,3488
BE35,EL22,3910
BE35,EL23,3692
BE35,EL24,3598
BE35,EL25,3929
BE35,EL30,3815
BE35,EL41,4281
BE35,EL42,4716
BE35,EL43,5075
BE35,ES11,2522
BE35,ES12,2222
BE35,ES13,2021
BE35,ES21,1871
BE35,ES22,1865
BE35,ES23,1936
BE35,ES24,2029
BE35,ES30,2271
BE35,ES41,2150
BE35,ES42,2337
BE35,ES43,2520
BE35,ES51,2224
BE35,ES52,2553
BE35,ES53,3289
BE35,ES61,2723
BE35,ES62,2583
BE35,ES63,3225
BE35,ES64,3600
BE35,ES70,7804
BE35,FI19,3655
BE35,FI1B,3615
BE35,FI1C,3615
BE35,FI1D,3721
BE35,FI20,2782
BE35,FR10,561
BE35,FR21,344
BE35,FR22,402
BE35,FR23,718
BE35,FR24,858
BE35,FR25,947
BE35,FR26,896
BE35,FR30,254
BE35,FR41,387
BE35,FR42,610
BE35,FR43,719
BE35,FR51,1257
BE35,FR52,1373
BE35,FR53,1296
BE35,FR61,1537
BE35,FR62,1941
BE35,FR63,1343
BE35,FR71,1282
BE35,FR72,1228
BE35,FR81,1788
BE35,FR82,1818
BE35,FR83,2919
BE35,HR03,1998
BE35,HR04,1876
BE35,HU10,1954
BE35,HU21,1765
BE35,HU22,1621
BE35,HU23,1884
BE35,HU31,2140
BE35,HU32,2257
BE35,HU33,2149
BE35,IE01,2141
BE35,IE02,2018
BE35,ITC1,1553
BE35,ITC2,1298
BE35,ITC3,1859
BE35,ITC4,1573
BE35,ITF1,2574
BE35,ITF2,2794
BE35,ITF3,2930
BE35,ITF4,3093
BE35,ITF5,3150
BE35,ITF6,3469
BE35,ITG1,3975
BE35,ITG2,3358
BE35,ITH1,1314
BE35,ITH2,1470
BE35,ITH3,1841
BE35,ITH4,1721
BE35,ITH5,1906
BE35,ITI1,2096
BE35,ITI2,2316
BE35,ITI3,2326
BE35,ITI4,2550
BE35,LT00,2480
BE35,LU00,254
BE35,LV00,2720
BE35,MT00,4549
BE35,NL11,582
BE35,NL12,539
BE35,NL13,529
BE35,NL21,489
BE35,NL22,395
BE35,NL23,411
BE35,NL31,370
BE35,NL32,414
BE35,NL33,335
BE35,NL34,275
BE35,NL41,297
BE35,NL42,222
BE35,PL11,1667
BE35,PL12,1956
BE35,PL21,1723
BE35,PL22,1577
BE35,PL31,2158
BE35,PL32,1919
BE35,PL33,1807
BE35,PL34,2130
BE35,PL41,1433
BE35,PL42,1266
BE35,PL43,1138
BE35,PL51,1301
BE35,PL52,1460
BE35,PL61,1580
BE35,PL62,1860
BE35,PL63,1626
BE35,PT11,2558
BE35,PT15,2938
BE35,PT16,2615
BE35,PT17,2900
BE35,PT18,2752
BE35,PT20,8673
BE35,PT30,6568
BE35,RO11,2379
BE35,RO12,2605
BE35,RO21,2820
BE35,RO22,2988
BE35,RO31,2829
BE35,RO32,2828
BE35,RO41,2639
BE35,RO42,2408
BE35,SE11,2343
BE35,SE12,2309
BE35,SE21,2064
BE35,SE22,1671
BE35,SE23,1994
BE35,SE31,2384
BE35,SE32,2791
BE35,SE33,3314
BE35,SI01,1670
BE35,SI02,1550
BE35,SK01,1562
BE35,SK02,1606
BE35,SK03,1716
BE35,SK04,1996
BE35,UKC1,1290
BE35,UKC2,1332
BE35,UKD1,1376
BE35,UKD3,1226
BE35,UKD4,1272
BE35,UKD6,1197
BE35,UKD7,1231
BE35,UKE1,1185
BE35,UKE2,1245
BE35,UKE3,1157
BE35,UKE4,1204
BE35,UKF1,1118
BE35,UKF2,1046
BE35,UKF3,1077
BE35,UKG1,1078
BE35,UKG2,1137
BE35,UKG3,1089
BE35,UKH1,1006
BE35,UKH2,946
BE35,UKH3,906
BE35,UKI1,951
BE35,UKI2,929
BE35,UKJ1,975
BE35,UKJ2,917
BE35,UKJ3,1001
BE35,UKJ4,829
BE35,UKK1,1074
BE35,UKK2,1071
BE35,UKK3,1303
BE35,UKK4,1198
BE35,UKL1,1214
BE35,UKL2,1159
BE35,UKM2,1587
BE35,UKM3,1558
BE35,UKM5,1810
BE35,UKM6,1919
BE35,UKN0,2103
BG31,AT11,1312
BG31,AT12,1459
BG31,AT13,1418
BG31,AT21,1471
BG31,AT22,1362
BG31,AT31,1726
BG31,AT32,1781
BG31,AT33,1952
BG31,AT34,2232
BG31,BE10,2852
BG31,BE21,2922
BG31,BE22,2851
BG31,BE23,3010
BG31,BE24,2947
BG31,BE25,3081
BG31,BE31,2880
BG31,BE32,2940
BG31,BE33,2782
BG31,BE34,2719
BG31,BE35,2841
BG31,BG31,100
BG31,BG32,205
BG31,BG33,284
BG31,BG34,260
BG31,BG41,143
BG31,BG42,225
BG31,CY00,1897
BG31,CZ01,1234
BG31,CZ02,1226
BG31,CZ03,1240
BG31,CZ04,1317
BG31,CZ05,1204
BG31,CZ06,1025
BG31,CZ07,1003
BG31,CZ08,967
BG31,DE11,2111
BG31,DE12,2198
BG31,DE13,2311
BG31,DE14,2105
BG31,DE21,1856
BG31,DE22,1762
BG31,DE23,1889
BG31,DE24,2026
BG31,DE25,1984
BG31,DE26,2136
BG31,DE27,1989
BG31,DE30,2137
BG31,DE40,2072
BG31,DE50,2456
BG31,DE60,2565
BG31,DE71,2368
BG31,DE72,2437
BG31,DE73,2352
BG31,DE80,2333
BG31,DE91,2056
BG31,DE92,2222
BG31,DE93,2331
BG31,DE94,2426
BG31,DEA1,2505
BG31,DEA2,2451
BG31,DEA3,2538
BG31,DEA4,2386
BG31,DEA5,2466
BG31,DEB1,2350
BG31,DEB2,2420
BG31,DEB3,2246
BG31,DEC0,2372
BG31,DED2,1781
BG31,DED4,1831
BG31,DED5,1849
BG31,DEE0,1963
BG31,DEF0,2500
BG31,DEG0,1913
BG31,DK01,3365
BG31,DK02,3275
BG31,DK03,3103
BG31,DK04,3165
BG31,DK05,3318
BG31,EE00,1919
BG31,EL11,435
BG31,EL12,421
BG31,EL13,554
BG31,EL14,607
BG31,EL21,679
BG31,EL22,966
BG31,EL23,849
BG31,EL24,746
BG31,EL25,1014
BG31,EL30,926
BG31,EL41,1090
BG31,EL42,1512
BG31,EL43,1879
BG31,ES11,4055
BG31,ES12,3807
BG31,ES13,3656
BG31,ES21,3573
BG31,ES22,3530
BG31,ES23,3565
BG31,ES24,3435
BG31,ES30,3814
BG31,ES41,3724
BG31,ES42,3731
BG31,ES43,3920
BG31,ES51,3281
BG31,ES52,3727
BG31,ES53,4155
BG31,ES61,4002
BG31,ES62,3716
BG31,ES63,4359
BG31,ES64,4645
BG31,ES70,8234
BG31,FI19,3212
BG31,FI1B,3028
BG31,FI1C,3143
BG31,FI1D,3559
BG31,FI20,3362
BG31,FR10,3175
BG31,FR21,2605
BG31,FR22,2832
BG31,FR23,3030
BG31,FR24,2954
BG31,FR25,3163
BG31,FR26,2777
BG31,FR30,2828
BG31,FR41,2496
BG31,FR42,2363
BG31,FR43,2571
BG31,FR51,3277
BG31,FR52,3301
BG31,FR53,3196
BG31,FR61,3370
BG31,FR62,3237
BG31,FR63,3044
BG31,FR71,2567
BG31,FR72,2806
BG31,FR81,3015
BG31,FR82,2681
BG31,FR83,2743
BG31,HR03,1047
BG31,HR04,792
BG31,HU10,623
BG31,HU21,670
BG31,HU22,779
BG31,HU23,660
BG31,HU31,595
BG31,HU32,519
BG31,HU33,473
BG31,IE01,4453
BG31,IE02,4345
BG31,ITC1,2136
BG31,ITC2,2179
BG31,ITC3,2223
BG31,ITC4,1931
BG31,ITF1,2163
BG31,ITF2,1786
BG31,ITF3,1780
BG31,ITF4,1502
BG31,ITF5,1603
BG31,ITF6,1780
BG31,ITG1,2208
BG31,ITG2,3200
BG31,ITH1,1754
BG31,ITH2,1809
BG31,ITH3,1696
BG31,ITH4,1503
BG31,ITH5,1885
BG31,ITI1,1978
BG31,ITI2,2021
BG31,ITI3,2053
BG31,ITI4,2172
BG31,LT00,1424
BG31,LU00,2639
BG31,LV00,1621
BG31,MT00,2658
BG31,NL11,2841
BG31,NL12,2883
BG31,NL13,2820
BG31,NL21,2771
BG31,NL22,2812
BG31,NL23,2865
BG31,NL31,2898
BG31,NL32,2936
BG31,NL33,2995
BG31,NL34,3003
BG31,NL41,2845
BG31,NL42,2734
BG31,PL11,1139
BG31,PL12,1159
BG31,PL21,918
BG31,PL22,1027
BG31,PL31,999
BG31,PL32,842
BG31,PL33,950
BG31,PL34,1215
BG31,PL41,1322
BG31,PL42,1610
BG31,PL43,1392
BG31,PL51,1255
BG31,PL52,1084
BG31,PL61,1341
BG31,PL62,1373
BG31,PL63,1541
BG31,PT11,3966
BG31,PT15,4182
BG31,PT16,3987
BG31,PT17,4198
BG31,PT18,3973
BG31,PT20,8810
BG31,PT30,7125
BG31,RO11,420
BG31,RO12,314
BG31,RO21,414
BG31,RO22,329
BG31,RO31,228
BG31,RO32,210
BG31,RO41,164
BG31,RO42,320
BG31,SE11,3915
BG31,SE12,3876
BG31,SE21,3672
BG31,SE22,3363
BG31,SE23,3626
BG31,SE31,3903
BG31,SE32,4274
BG31,SE33,4569
BG31,SI01,1053
BG31,SI02,1171
BG31,SK01,846
BG31,SK02,806
BG31,SK03,796
BG31,SK04,743
BG31,UKC1,3746
BG31,UKC2,3773
BG31,UKD1,3818
BG31,UKD3,3719
BG31,UKD4,3736
BG31,UKD6,3664
BG31,UKD7,3715
BG31,UKE1,3675
BG31,UKE2,3729
BG31,UKE3,3653
BG31,UKE4,3689
BG31,UKF1,3568
BG31,UKF2,3543
BG31,UKF3,3599
BG31,UKG1,3591
BG31,UKG2,3625
BG31,UKG3,3574
BG31,UKH1,3520
BG31,UKH2,3471
BG31,UKH3,3445
BG31,UKI1,3546
BG31,UKI2,3587
BG31,UKJ1,3609
BG31,UKJ2,3501
BG31,UKJ3,3625
BG31,UKJ4,3459
BG31,UKK1,3579
BG31,UKK2,3559
BG31,UKK3,3800
BG31,UKK4,3681
BG31,UKL1,3691
BG31,UKL2,3668
BG31,UKM2,4034
BG31,UKM3,3985
BG31,UKM5,4190
BG31,UKM6,4289
BG31,UKN0,4462
BG32,AT11,1422
BG32,AT12,1597
BG32,AT13,1547
BG32,AT21,1649
BG32,AT22,1469
BG32,AT31,1855
BG32,AT32,1929
BG32,AT33,2143
BG32,AT34,2380
BG32,BE10,2926
BG32,BE21,3086
BG32,BE22,3013
BG32,BE23,3171
BG32,BE24,3109
BG32,BE25,3237
BG32,BE31,3043
BG32,BE32,3095
BG32,BE33,2941
BG32,BE34,2871
BG32,BE35,2981
BG32,BG31,205
BG32,BG32,104
BG32,BG33,140
BG32,BG34,190
BG32,BG41,249
BG32,BG42,256
BG32,CY00,1874
BG32,CZ01,1321
BG32,CZ02,1319
BG32,CZ03,1320
BG32,CZ04,1408
BG32,CZ05,1291
BG32,CZ06,1115
BG32,CZ07,1101
BG32,CZ08,1036
BG32,DE11,2264
BG32,DE12,2320
BG32,DE13,2432
BG32,DE14,2260
BG32,DE21,2001
BG32,DE22,1891
BG32,DE23,2019
BG32,DE24,2139
BG32,DE25,2135
BG32,DE26,2263
BG32,DE27,2088
BG32,DE30,2242
BG32,DE40,2180
BG32,DE50,2641
BG32,DE60,2775
BG32,DE71,2428
BG32,DE72,2575
BG32,DE73,2532
BG32,DE80,2432
BG32,DE91,2245
BG32,DE92,2351
BG32,DE93,2517
BG32,DE94,2624
BG32,DEA1,2653
BG32,DEA2,2590
BG32,DEA3,2656
BG32,DEA4,2532
BG32,DEA5,2585
BG32,DEB1,2468
BG32,DEB2,2570
BG32,DEB3,2385
BG32,DEC0,2501
BG32,DED2,1910
BG32,DED4,1949
BG32,DED5,2055
BG32,DEE0,2176
BG32,DEF0,2601
BG32,DEG0,2092
BG32,DK01,3526
BG32,DK02,3455
BG32,DK03,3283
BG32,DK04,3319
BG32,DK05,3465
BG32,EE00,1899
BG32,EL11,478
BG32,EL12,553
BG32,EL13,678
BG32,EL14,725
BG32,EL21,817
BG32,EL22,1097
BG32,EL23,972
BG32,EL24,858
BG32,EL25,1147
BG32,EL30,1045
BG32,EL41,1106
BG32,EL42,1549
BG32,EL43,2063
BG32,ES11,4141
BG32,ES12,3946
BG32,ES13,3820
BG32,ES21,3722
BG32,ES22,3680
BG32,ES23,3721
BG32,ES24,3589
BG32,ES30,3905
BG32,ES41,3851
BG32,ES42,3867
BG32,ES43,4056
BG32,ES51,3436
BG32,ES52,3863
BG32,ES53,4330
BG32,ES61,4186
BG32,ES62,3860
BG32,ES63,4511
BG32,ES64,4805
BG32,ES70,8370
BG32,FI19,3244
BG32,FI1B,3046
BG32,FI1C,3156
BG32,FI1D,3553
BG32,FI20,3414
BG32,FR10,3160
BG32,FR21,2764
BG32,FR22,2967
BG32,FR23,3138
BG32,FR24,3132
BG32,FR25,3276
BG32,FR26,2917
BG32,FR30,2966
BG32,FR41,2606
BG32,FR42,2487
BG32,FR43,2721
BG32,FR51,3517
BG32,FR52,3451
BG32,FR53,3361
BG32,FR61,3510
BG32,FR62,3443
BG32,FR63,3229
BG32,FR71,2746
BG32,FR72,2982
BG32,FR81,3167
BG32,FR82,2851
BG32,FR83,2919
BG32,HR03,1160
BG32,HR04,937
BG32,HU10,718
BG32,HU21,773
BG32,HU22,881
BG32,HU23,758
BG32,HU31,653
BG32,HU32,562
BG32,HU33,564
BG32,IE01,4587
BG32,IE02,4490
BG32,ITC1,2303
BG32,ITC2,2320
BG32,ITC3,2379
BG32,ITC4,2102
BG32,ITF1,2315
BG32,ITF2,1965
BG32,ITF3,1934
BG32,ITF4,1694
BG32,ITF5,1747
BG32,ITF6,1960
BG32,ITG1,2391
BG32,ITG2,3376
BG32,ITH1,1921
BG32,ITH2,1969
BG32,ITH3,1843
BG32,ITH4,1649
BG32,ITH5,2032
BG32,ITI1,2162
BG32,ITI2,2178
BG32,ITI3,2212
BG32,ITI4,2360
BG32,LT00,1429
BG32,LU00,2815
BG32,LV00,1647
BG32,MT00,2800
BG32,NL11,2965
BG32,NL12,3017
BG32,NL13,2976
BG32,NL21,2960
BG32,NL22,2984
BG32,NL23,3011
BG32,NL31,3111
BG32,NL32,3120
BG32,NL33,3136
BG32,NL34,3185
BG32,NL41,3003
BG32,NL42,2910
BG32,PL11,1117
BG32,PL12,1151
BG32,PL21,940
BG32,PL22,1063
BG32,PL31,1000
BG32,PL32,847
BG32,PL33,950
BG32,PL34,1217
BG32,PL41,1338
BG32,PL42,1657
BG32,PL43,1474
BG32,PL51,1310
BG32,PL52,1156
BG32,PL61,1352
BG32,PL62,1402
BG32,PL63,1541
BG32,PT11,4112
BG32,PT15,4322
BG32,PT16,4127
BG32,PT17,4327
BG32,PT18,4147
BG32,PT20,8880
BG32,PT30,7279
BG32,RO11,424
BG32,RO12,287
BG32,RO21,336
BG32,RO22,221
BG32,RO31,164
BG32,RO32,129
BG32,RO41,226
BG32,RO42,390
BG32,SE11,4099
BG32,SE12,4098
BG32,SE21,3818
BG32,SE22,3517
BG32,SE23,3774
BG32,SE31,4078
BG32,SE32,4395
BG32,SE33,4507
BG32,SI01,1180
BG32,SI02,1334
BG32,SK01,919
BG32,SK02,918
BG32,SK03,877
BG32,SK04,752
BG32,UKC1,3892
BG32,UKC2,3879
BG32,UKD1,3943
BG32,UKD3,3838
BG32,UKD4,3889
BG32,UKD6,3812
BG32,UKD7,3885
BG32,UKE1,3821
BG32,UKE2,3857
BG32,UKE3,3744
BG32,UKE4,3856
BG32,UKF1,3730
BG32,UKF2,3636
BG32,UKF3,3711
BG32,UKG1,3745
BG32,UKG2,3775
BG32,UKG3,3727
BG32,UKH1,3657
BG32,UKH2,3610
BG32,UKH3,3547
BG32,UKI1,3746
BG32,UKI2,3686
BG32,UKJ1,3714
BG32,UKJ2,3644
BG32,UKJ3,3743
BG32,UKJ4,3589
BG32,UKK1,3726
BG32,UKK2,3741
BG32,UKK3,3856
BG32,UKK4,3806
BG32,UKL1,3854
BG32,UKL2,3800
BG32,UKM2,4167
BG32,UKM3,4133
BG32,UKM5,4333
BG32,UKM6,4403
BG32,UKN0,4573
BG33,AT11,1541
BG33,AT12,1718
BG33,AT13,1646
BG33,AT21,1780
BG33,AT22,1582
BG33,AT31,1945
BG33,AT32,2049
BG33,AT33,2293
BG33,AT34,2508
BG33,BE10,3075
BG33,BE21,3187
BG33,BE22,3092
BG33,BE23,3222
BG33,BE24,3178
BG33,BE25,3327
BG33,BE31,3123
BG33,BE32,3186
BG33,BE33,3021
BG33,BE34,2966
BG33,BE35,3056
BG33,BG31,284
BG33,BG32,140
BG33,BG33,50
BG33,BG34,179
BG33,BG41,326
BG33,BG42,265
BG33,CY00,1876
BG33,CZ01,1395
BG33,CZ02,1399
BG33,CZ03,1398
BG33,CZ04,1491
BG33,CZ05,1360
BG33,CZ06,1196
BG33,CZ07,1172
BG33,CZ08,1098
BG33,DE11,2343
BG33,DE12,2412
BG33,DE13,2521
BG33,DE14,2315
BG33,DE21,2100
BG33,DE22,1977
BG33,DE23,2107
BG33,DE24,2263
BG33,DE25,2227
BG33,DE26,2331
BG33,DE27,2205
BG33,DE30,2318
BG33,DE40,2167
BG33,DE50,2749
BG33,DE60,2824
BG33,DE71,2602
BG33,DE72,2557
BG33,DE73,2619
BG33,DE80,2482
BG33,DE91,2318
BG33,DE92,2438
BG33,DE93,2544
BG33,DE94,2685
BG33,DEA1,2725
BG33,DEA2,2672
BG33,DEA3,2722
BG33,DEA4,2591
BG33,DEA5,2680
BG33,DEB1,2559
BG33,DEB2,2643
BG33,DEB3,2450
BG33,DEC0,2569
BG33,DED2,1952
BG33,DED4,2021
BG33,DED5,2105
BG33,DEE0,2160
BG33,DEF0,2642
BG33,DEG0,2260
BG33,DK01,3588
BG33,DK02,3516
BG33,DK03,3339
BG33,DK04,3431
BG33,DK05,3547
BG33,EE00,1989
BG33,EL11,476
BG33,EL12,649
BG33,EL13,777
BG33,EL14,821
BG33,EL21,896
BG33,EL22,1197
BG33,EL23,1068
BG33,EL24,984
BG33,EL25,1236
BG33,EL30,1190
BG33,EL41,1104
BG33,EL42,1497
BG33,EL43,2077
BG33,ES11,4281
BG33,ES12,4077
BG33,ES13,3950
BG33,ES21,3858
BG33,ES22,3816
BG33,ES23,3861
BG33,ES24,3678
BG33,ES30,3967
BG33,ES41,3931
BG33,ES42,3963
BG33,ES43,4157
BG33,ES51,3540
BG33,ES52,3982
BG33,ES53,4392
BG33,ES61,4306
BG33,ES62,3987
BG33,ES63,4637
BG33,ES64,4913
BG33,ES70,8511
BG33,FI19,3314
BG33,FI1B,3106
BG33,FI1C,3235
BG33,FI1D,3604
BG33,FI20,3479
BG33,FR10,3433
BG33,FR21,2825
BG33,FR22,3044
BG33,FR23,3247
BG33,FR24,3215
BG33,FR25,3431
BG33,FR26,3043
BG33,FR30,3063
BG33,FR41,2691
BG33,FR42,2578
BG33,FR43,2794
BG33,FR51,3629
BG33,FR52,3542
BG33,FR53,3498
BG33,FR61,3680
BG33,FR62,3566
BG33,FR63,3304
BG33,FR71,2864
BG33,FR72,3115
BG33,FR81,3294
BG33,FR82,2966
BG33,FR83,3012
BG33,HR03,1313
BG33,HR04,1028
BG33,HU10,780
BG33,HU21,843
BG33,HU22,966
BG33,HU23,827
BG33,HU31,738
BG33,HU32,629
BG33,HU33,627
BG33,IE01,4669
BG33,IE02,4571
BG33,ITC1,2433
BG33,ITC2,2453
BG33,ITC3,2519
BG33,ITC4,2233
BG33,ITF1,2493
BG33,ITF2,2099
BG33,ITF3,2072
BG33,ITF4,1793
BG33,ITF5,1893
BG33,ITF6,2032
BG33,ITG1,2520
BG33,ITG2,3509
BG33,ITH1,2039
BG33,ITH2,2084
BG33,ITH3,1973
BG33,ITH4,1797
BG33,ITH5,2156
BG33,ITI1,2292
BG33,ITI2,2326
BG33,ITI3,2333
BG33,ITI4,2494
BG33,LT00,1504
BG33,LU00,2898
BG33,LV00,1729
BG33,MT00,2900
BG33,NL11,3046
BG33,NL12,3102
BG33,NL13,3032
BG33,NL21,3015
BG33,NL22,3066
BG33,NL23,3102
BG33,NL31,3200
BG33,NL32,3197
BG33,NL33,3250
BG33,NL34,3224
BG33,NL41,3084
BG33,NL42,2992
BG33,PL11,1202
BG33,PL12,1231
BG33,PL21,1019
BG33,PL22,1128
BG33,PL31,1074
BG33,PL32,925
BG33,PL33,1017
BG33,PL34,1280
BG33,PL41,1402
BG33,PL42,1676
BG33,PL43,1544
BG33,PL51,1385
BG33,PL52,1225
BG33,PL61,1435
BG33,PL62,1435
BG33,PL63,1623
BG33,PT11,4215
BG33,PT15,4415
BG33,PT16,4258
BG33,PT17,4447
BG33,PT18,4256
BG33,PT20,9048
BG33,PT30,7357
BG33,RO11,491
BG33,RO12,349
BG33,RO21,396
BG33,RO22,214
BG33,RO31,222
BG33,RO32,182
BG33,RO41,291
BG33,RO42,452
BG33,SE11,4179
BG33,SE12,4124
BG33,SE21,3892
BG33,SE22,3609
BG33,SE23,3832
BG33,SE31,4176
BG33,SE32,4473
BG33,SE33,4580
BG33,SI01,1247
BG33,SI02,1430
BG33,SK01,996
BG33,SK02,952
BG33,SK03,940
BG33,SK04,811
BG33,UKC1,3977
BG33,UKC2,3991
BG33,UKD1,4076
BG33,UKD3,3925
BG33,UKD4,3955
BG33,UKD6,3889
BG33,UKD7,3937
BG33,UKE1,3898
BG33,UKE2,3944
BG33,UKE3,3864
BG33,UKE4,3915
BG33,UKF1,3821
BG33,UKF2,3752
BG33,UKF3,3780
BG33,UKG1,3818
BG33,UKG2,3856
BG33,UKG3,3817
BG33,UKH1,3736
BG33,UKH2,3690
BG33,UKH3,3657
BG33,UKI1,3905
BG33,UKI2,3720
BG33,UKJ1,3809
BG33,UKJ2,3761
BG33,UKJ3,3816
BG33,UKJ4,3653
BG33,UKK1,3799
BG33,UKK2,3799
BG33,UKK3,3986
BG33,UKK4,3904
BG33,UKL1,3930
BG33,UKL2,3877
BG33,UKM2,4250
BG33,UKM3,4214
BG33,UKM5,4430
BG33,UKM6,4526
BG33,UKN0,4663
BG34,AT11,1594
BG34,AT12,1742
BG34,AT13,1708
BG34,AT21,1655
BG34,AT22,1556
BG34,AT31,1907
BG34,AT32,1945
BG34,AT33,2061
BG34,AT34,2356
BG34,BE10,3047
BG34,BE21,3134
BG34,BE22,3040
BG34,BE23,3192
BG34,BE24,3123
BG34,BE25,3281
BG34,BE31,3063
BG34,BE32,3129
BG34,BE33,2954
BG34,BE34,2917
BG34,BE35,3025
BG34,BG31,260
BG34,BG32,190
BG34,BG33,179
BG34,BG34,69
BG34,BG41,197
BG34,BG42,127
BG34,CY00,1700
BG34,CZ01,1413
BG34,CZ02,1409
BG34,CZ03,1378
BG34,CZ04,1507
BG34,CZ05,1362
BG34,CZ06,1220
BG34,CZ07,1232
BG34,CZ08,1184
BG34,DE11,2319
BG34,DE12,2399
BG34,DE13,2451
BG34,DE14,2281
BG34,DE21,2039
BG34,DE22,2002
BG34,DE23,2133
BG34,DE24,2210
BG34,DE25,2240
BG34,DE26,2360
BG34,DE27,2158
BG34,DE30,2211
BG34,DE40,2145
BG34,DE50,2587
BG34,DE60,2713
BG34,DE71,2571
BG34,DE72,2677
BG34,DE73,2532
BG34,DE80,2462
BG34,DE91,2281
BG34,DE92,2360
BG34,DE93,2508
BG34,DE94,2550
BG34,DEA1,2764
BG34,DEA2,2699
BG34,DEA3,2724
BG34,DEA4,2479
BG34,DEA5,2664
BG34,DEB1,2582
BG34,DEB2,2651
BG34,DEB3,2466
BG34,DEC0,2612
BG34,DED2,1923
BG34,DED4,2002
BG34,DED5,2042
BG34,DEE0,2117
BG34,DEF0,2617
BG34,DEG0,2195
BG34,DK01,3655
BG34,DK02,3591
BG34,DK03,3403
BG34,DK04,3480
BG34,DK05,3622
BG34,EE00,2104
BG34,EL11,293
BG34,EL12,474
BG34,EL13,613
BG34,EL14,650
BG34,EL21,744
BG34,EL22,1037
BG34,EL23,899
BG34,EL24,824
BG34,EL25,1087
BG34,EL30,965
BG34,EL41,885
BG34,EL42,1351
BG34,EL43,1931
BG34,ES11,4206
BG34,ES12,4020
BG34,ES13,3839
BG34,ES21,3748
BG34,ES22,3695
BG34,ES23,3731
BG34,ES24,3572
BG34,ES30,3959
BG34,ES41,3868
BG34,ES42,3908
BG34,ES43,4043
BG34,ES51,3434
BG34,ES52,3850
BG34,ES53,4315
BG34,ES61,4203
BG34,ES62,3895
BG34,ES63,4529
BG34,ES64,4802
BG34,ES70,8382
BG34,FI19,3475
BG34,FI1B,3260
BG34,FI1C,3377
BG34,FI1D,3792
BG34,FI20,3633
BG34,FR10,3198
BG34,FR21,2821
BG34,FR22,2997
BG34,FR23,3177
BG34,FR24,3186
BG34,FR25,3372
BG34,FR26,2972
BG34,FR30,3107
BG34,FR41,2686
BG34,FR42,2577
BG34,FR43,2826
BG34,FR51,3490
BG34,FR52,3513
BG34,FR53,3374
BG34,FR61,3547
BG34,FR62,3418
BG34,FR63,3229
BG34,FR71,2735
BG34,FR72,3040
BG34,FR81,3207
BG34,FR82,2867
BG34,FR83,2922
BG34,HR03,1180
BG34,HR04,957
BG34,HU10,867
BG34,HU21,860
BG34,HU22,962
BG34,HU23,801
BG34,HU31,824
BG34,HU32,734
BG34,HU33,698
BG34,IE01,4708
BG34,IE02,4575
BG34,ITC1,2302
BG34,ITC2,2340
BG34,ITC3,2408
BG34,ITC4,2111
BG34,ITF1,2272
BG34,ITF2,1907
BG34,ITF3,1875
BG34,ITF4,1618
BG34,ITF5,1693
BG34,ITF6,1892
BG34,ITG1,2317
BG34,ITG2,3365
BG34,ITH1,1918
BG34,ITH2,1982
BG34,ITH3,1850
BG34,ITH4,1677
BG34,ITH5,2045
BG34,ITI1,2157
BG34,ITI2,2187
BG34,ITI3,2200
BG34,ITI4,2338
BG34,LT00,1597
BG34,LU00,2849
BG34,LV00,1814
BG34,MT00,2758
BG34,NL11,3066
BG34,NL12,3060
BG34,NL13,2988
BG34,NL21,3035
BG34,NL22,3059
BG34,NL23,3147
BG34,NL31,3188
BG34,NL32,3224
BG34,NL33,3217
BG34,NL34,3186
BG34,NL41,3046
BG34,NL42,2944
BG34,PL11,1287
BG34,PL12,1324
BG34,PL21,1108
BG34,PL22,1219
BG34,PL31,1166
BG34,PL32,1011
BG34,PL33,1113
BG34,PL34,1362
BG34,PL41,1499
BG34,PL42,1777
BG34,PL43,1622
BG34,PL51,1462
BG34,PL52,1312
BG34,PL61,1502
BG34,PL62,1554
BG34,PL63,1686
BG34,PT11,4146
BG34,PT15,4336
BG34,PT16,4146
BG34,PT17,4334
BG34,PT18,4142
BG34,PT20,9050
BG34,PT30,7294
BG34,RO11,564
BG34,RO12,433
BG34,RO21,491
BG34,RO22,344
BG34,RO31,309
BG34,RO32,270
BG34,RO41,362
BG34,RO42,527
BG34,SE11,4212
BG34,SE12,4184
BG34,SE21,3969
BG34,SE22,3638
BG34,SE23,3909
BG34,SE31,4161
BG34,SE32,4532
BG34,SE33,4750
BG34,SI01,1251
BG34,SI02,1350
BG34,SK01,1015
BG34,SK02,1026
BG34,SK03,1023
BG34,SK04,896
BG34,UKC1,3990
BG34,UKC2,4023
BG34,UKD1,4079
BG34,UKD3,3944
BG34,UKD4,3985
BG34,UKD6,3910
BG34,UKD7,3951
BG34,UKE1,3920
BG34,UKE2,3971
BG34,UKE3,3896
BG34,UKE4,3932
BG34,UKF1,3814
BG34,UKF2,3827
BG34,UKF3,3780
BG34,UKG1,3828
BG34,UKG2,3855
BG34,UKG3,3816
BG34,UKH1,3755
BG34,UKH2,3715
BG34,UKH3,3688
BG34,UKI1,3831
BG34,UKI2,3778
BG34,UKJ1,3768
BG34,UKJ2,3731
BG34,UKJ3,3801
BG34,UKJ4,3671
BG34,UKK1,3759
BG34,UKK2,3800
BG34,UKK3,4004
BG34,UKK4,3916
