start_location,end_location,total_distance
BG34,EL43,2326
BG34,ES11,6578
BG34,ES12,6050
BG34,ES13,5687
BG34,ES21,5497
BG34,ES22,5408
BG34,ES23,5597
BG34,ES24,5272
BG34,ES30,5848
BG34,ES41,5940
BG34,ES42,5898
BG34,ES43,6413
BG34,ES51,4699
BG34,ES52,5495
BG34,ES53,5072
BG34,ES61,6435
BG34,ES62,5747
BG34,ES63,6669
BG34,ES64,6388
BG34,ES70,9391
BG34,FI19,5076
BG34,FI1B,4670
BG34,FI1C,4848
BG34,FI1D,5648
BG34,FI20,4905
BG34,FR10,4501
BG34,FR21,4217
BG34,FR22,4509
BG34,FR23,4738
BG34,FR24,4592
BG34,FR25,4971
BG34,FR26,4196
BG34,FR30,4564
BG34,FR41,3944
BG34,FR42,3721
BG34,FR43,3896
BG34,FR51,5044
BG34,FR52,5326
BG34,FR53,4890
BG34,FR61,5014
BG34,FR62,4628
BG34,FR63,4589
BG34,FR71,3870
BG34,FR72,4287
BG34,FR81,4370
BG34,FR82,3913
BG34,FR83,3451
BG34,HR03,2200
BG34,HR04,1945
BG34,HU10,1868
BG34,HU21,1953
BG34,HU22,2124
BG34,HU23,1836
BG34,HU31,1858
BG34,HU32,1688
BG34,HU33,1609
BG34,IE01,6375
BG34,IE02,6131
BG34,ITC1,3404
BG34,ITC2,3512
BG34,ITC3,3413
BG34,ITC4,3137
BG34,ITF1,2860
BG34,ITF2,2424
BG34,ITF3,2426
BG34,ITF4,2001
BG34,ITF5,2149
BG34,ITF6,2353
BG34,ITG1,2872
BG34,ITG2,3829
BG34,ITH1,2875
BG34,ITH2,2925
BG34,ITH3,2764
BG34,ITH4,2560
BG34,ITH5,2925
BG34,ITI1,3045
BG34,ITI2,3002
BG34,ITI3,2915
BG34,ITI4,3132
BG34,LT00,3506
BG34,LU00,4009
BG34,LV00,3920
BG34,MT00,3142
BG34,NL11,4323
BG34,NL12,4401
BG34,NL13,4278
BG34,NL21,4230
BG34,NL22,4276
BG34,NL23,4376
BG34,NL31,4344
BG34,NL32,4415
BG34,NL33,4422
BG34,NL34,4448
BG34,NL41,4312
BG34,NL42,4136
BG34,PL11,2729
BG34,PL12,2773
BG34,PL21,2339
BG34,PL22,2520
BG34,PL31,2486
BG34,PL32,2204
BG34,PL33,2439
BG34,PL34,2951
BG34,PL41,3063
BG34,PL42,3512
BG34,PL43,3220
BG34,PL51,2905
BG34,PL52,2690
BG34,PL61,3080
BG34,PL62,3206
BG34,PL63,3368
BG34,PT11,6654
BG34,PT15,6996
BG34,PT16,6729
BG34,PT17,6916
BG34,PT18,6772
BG34,PT20,9955
BG34,PT30,8862
BG34,RO11,1386
BG34,RO12,1015
BG34,RO21,1190
BG34,RO22,751
BG34,RO31,638
BG34,RO32,538
BG34,RO41,783
BG34,RO42,1257
BG34,SE11,5185
BG34,SE12,5166
BG34,SE21,4711
BG34,SE22,4389
BG34,SE23,4903
BG34,SE31,5324
BG34,SE32,5952
BG34,SE33,6419
BG34,SI01,2230
BG34,SI02,2341
BG34,SK01,2271
BG34,SK02,2196
BG34,SK03,2183
BG34,SK04,2011
BG34,UKC1,5632
BG34,UKC2,5696
BG34,UKD1,5823
BG34,UKD3,5568
BG34,UKD4,5654
BG34,UKD6,5543
BG34,UKD7,5609
BG34,UKE1,5429
BG34,UKE2,5537
BG34,UKE3,5440
BG34,UKE4,5509
BG34,UKF1,5355
BG34,UKF2,5289
BG34,UKF3,5257
BG34,UKG1,5374
BG34,UKG2,5442
BG34,UKG3,5347
BG34,UKH1,5109
BG34,UKH2,5119
BG34,UKH3,5034
BG34,UKI1,5031
BG34,UKI2,5050
BG34,UKJ1,5178
BG34,UKJ2,5009
BG34,UKJ3,5164
BG34,UKJ4,4932
BG34,UKK1,5323
BG34,UKK2,5331
BG34,UKK3,5735
BG34,UKK4,5555
BG34,UKL1,5618
BG34,UKL2,5530
BG34,UKM2,6027
BG34,UKM3,6084
BG34,UKM5,6205
BG34,UKM6,6342
BG34,UKN0,6280
BG41,AT11,1834
BG41,AT12,1990
BG41,AT13,1904
BG41,AT21,1943
BG41,AT22,1878
BG41,AT31,2208
BG41,AT32,2256
BG41,AT33,2422
BG41,AT34,2732
BG41,BE10,3847
BG41,BE21,3828
BG41,BE22,3694
BG41,BE23,3914
BG41,BE24,3825
BG41,BE25,4017
BG41,BE31,3817
BG41,BE32,3876
BG41,BE33,3642
BG41,BE34,3604
BG41,BE35,3746
BG41,BG31,322
BG41,BG32,591
BG41,BG33,803
BG41,BG34,590
BG41,BG41,105
BG41,BG42,345
BG41,CY00,2889
BG41,CZ01,2405
BG41,CZ02,2383
BG41,CZ03,2420
BG41,CZ04,2585
BG41,CZ05,2345
BG41,CZ06,2082
BG41,CZ07,2064
BG41,CZ08,2088
BG41,DE11,2917
BG41,DE12,3080
BG41,DE13,3096
BG41,DE14,2812
BG41,DE21,2505
BG41,DE22,2404
BG41,DE23,2604
BG41,DE24,2805
BG41,DE25,2756
BG41,DE26,2968
BG41,DE27,2652
BG41,DE30,3010
BG41,DE40,2998
BG41,DE50,3546
BG41,DE60,3550
BG41,DE71,3168
BG41,DE72,3231
BG41,DE73,3204
BG41,DE80,3389
BG41,DE91,3220
BG41,DE92,3336
BG41,DE93,3467
BG41,DE94,3646
BG41,DEA1,3582
BG41,DEA2,3485
BG41,DEA3,3590
BG41,DEA4,3429
BG41,DEA5,3502
BG41,DEB1,3298
BG41,DEB2,3431
BG41,DEB3,3194
BG41,DEC0,3336
BG41,DED2,2675
BG41,DED4,2685
BG41,DED5,2852
BG41,DEE0,3014
BG41,DEF0,3652
BG41,DEG0,2962
BG41,DK01,3965
BG41,DK02,3940
BG41,DK03,4025
BG41,DK04,4167
BG41,DK05,4345
BG41,EE00,4381
BG41,EL11,571
BG41,EL12,483
BG41,EL13,708
BG41,EL14,824
BG41,EL21,970
BG41,EL22,1181
BG41,EL23,1240
BG41,EL24,1108
BG41,EL25,1457
BG41,EL30,1278
BG41,EL41,1368
BG41,EL42,1868
BG41,EL43,1985
BG41,ES11,5994
BG41,ES12,5455
BG41,ES13,5147
BG41,ES21,4911
BG41,ES22,4839
BG41,ES23,5003
BG41,ES24,4691
BG41,ES30,5276
BG41,ES41,5385
BG41,ES42,5316
BG41,ES43,5874
BG41,ES51,4197
BG41,ES52,4935
BG41,ES53,4498
BG41,ES61,5869
BG41,ES62,5163
BG41,ES63,6113
BG41,ES64,5804
BG41,ES70,8801
BG41,FI19,4965
BG41,FI1B,4589
BG41,FI1C,4793
BG41,FI1D,5516
BG41,FI20,4967
BG41,FR10,3947
BG41,FR21,3701
BG41,FR22,4031
BG41,FR23,4239
BG41,FR24,4092
BG41,FR25,4452
BG41,FR26,3657
BG41,FR30,4037
BG41,FR41,3455
BG41,FR42,3190
BG41,FR43,3368
BG41,FR51,4485
BG41,FR52,4813
BG41,FR53,4337
BG41,FR61,4513
BG41,FR62,4098
BG41,FR63,4045
BG41,FR71,3368
BG41,FR72,3701
BG41,FR81,3791
BG41,FR82,3355
BG41,FR83,2909
BG41,HR03,1650
BG41,HR04,1462
BG41,HU10,1469
BG41,HU21,1527
BG41,HU22,1686
BG41,HU23,1371
BG41,HU31,1578
BG41,HU32,1440
BG41,HU33,1214
BG41,IE01,5844
BG41,IE02,5652
BG41,ITC1,2859
BG41,ITC2,2955
BG41,ITC3,2819
BG41,ITC4,2616
BG41,ITF1,2155
BG41,ITF2,1852
BG41,ITF3,1894
BG41,ITF4,1440
BG41,ITF5,1615
BG41,ITF6,1813
BG41,ITG1,2337
BG41,ITG2,3302
BG41,ITH1,2382
BG41,ITH2,2391
BG41,ITH3,2263
BG41,ITH4,2056
BG41,ITH5,2406
BG41,ITI1,2527
BG41,ITI2,2469
BG41,ITI3,2401
BG41,ITI4,2581
BG41,LT00,3391
BG41,LU00,3532
BG41,LV00,3825
BG41,MT00,2587
BG41,NL11,3832
BG41,NL12,3970
BG41,NL13,3809
BG41,NL21,3787
BG41,NL22,3766
BG41,NL23,3902
BG41,NL31,3857
BG41,NL32,3958
BG41,NL33,3921
BG41,NL34,3953
BG41,NL41,3797
BG41,NL42,3658
BG41,PL11,2563
BG41,PL12,2628
BG41,PL21,2147
BG41,PL22,2189
BG41,PL31,2407
BG41,PL32,2113
BG41,PL33,2318
BG41,PL34,2856
BG41,PL41,2715
BG41,PL42,3150
BG41,PL43,2787
BG41,PL51,2481
BG41,PL52,2298
BG41,PL61,2909
BG41,PL62,3044
BG41,PL63,3243
BG41,PT11,6086
BG41,PT15,6421
BG41,PT16,6143
BG41,PT17,6396
BG41,PT18,6280
BG41,PT20,9347
BG41,PT30,8291
BG41,RO11,1259
BG41,RO12,1009
BG41,RO21,1353
BG41,RO22,1073
BG41,RO31,755
BG41,RO32,688
BG41,RO41,574
BG41,RO42,983
BG41,SE11,4840
BG41,SE12,4826
BG41,SE21,4378
BG41,SE22,3993
BG41,SE23,4467
BG41,SE31,5027
BG41,SE32,5615
BG41,SE33,6265
BG41,SI01,1710
BG41,SI02,1827
BG41,SK01,1801
BG41,SK02,1820
BG41,SK03,1842
BG41,SK04,1858
BG41,UKC1,5111
BG41,UKC2,5199
BG41,UKD1,5300
BG41,UKD3,5044
BG41,UKD4,5167
BG41,UKD6,5066
BG41,UKD7,5120
BG41,UKE1,4928
BG41,UKE2,5056
BG41,UKE3,4938
BG41,UKE4,5004
BG41,UKF1,4871
BG41,UKF2,4786
BG41,UKF3,4789
BG41,UKG1,4853
BG41,UKG2,4948
BG41,UKG3,4872
BG41,UKH1,4616
BG41,UKH2,4595
BG41,UKH3,4523
BG41,UKI1,4527
BG41,UKI2,4534
BG41,UKJ1,4677
BG41,UKJ2,4508
BG41,UKJ3,4682
BG41,UKJ4,4423
BG41,UKK1,4862
BG41,UKK2,4830
BG41,UKK3,5226
BG41,UKK4,5052
BG41,UKL1,5097
BG41,UKL2,5013
BG41,UKM2,5563
BG41,UKM3,5566
BG41,UKM5,5739
BG41,UKM6,5902
BG41,UKN0,5815
BG42,AT11,2086
BG42,AT12,2230
BG42,AT13,2154
BG42,AT21,2213
BG42,AT22,2124
BG42,AT31,2460
BG42,AT32,2497
BG42,AT33,2679
BG42,AT34,2988
BG42,BE10,4089
BG42,BE21,4122
BG42,BE22,3973
BG42,BE23,4163
BG42,BE24,4069
BG42,BE25,4292
BG42,BE31,4092
BG42,BE32,4138
BG42,BE33,3918
BG42,BE34,3876
BG42,BE35,4040
BG42,BG31,510
BG42,BG32,526
BG42,BG33,628
BG42,BG34,352
BG42,BG41,345
BG42,BG42,142
BG42,CY00,2626
BG42,CZ01,2657
BG42,CZ02,2645
BG42,CZ03,2642
BG42,CZ04,2858
BG42,CZ05,2593
BG42,CZ06,2302
BG42,CZ07,2304
BG42,CZ08,2333
BG42,DE11,3158
BG42,DE12,3311
BG42,DE13,3340
BG42,DE14,3095
BG42,DE21,2776
BG42,DE22,2676
BG42,DE23,2842
BG42,DE24,3097
BG42,DE25,3033
BG42,DE26,3233
BG42,DE27,2925
BG42,DE30,3239
BG42,DE40,3260
BG42,DE50,3799
BG42,DE60,3846
BG42,DE71,3396
BG42,DE72,3497
BG42,DE73,3453
BG42,DE80,3655
BG42,DE91,3446
BG42,DE92,3598
BG42,DE93,3705
BG42,DE94,3888
BG42,DEA1,3810
BG42,DEA2,3744
BG42,DEA3,3844
BG42,DEA4,3683
BG42,DEA5,3755
BG42,DEB1,3590
BG42,DEB2,3689
BG42,DEB3,3428
BG42,DEC0,3597
BG42,DED2,2921
BG42,DED4,2953
BG42,DED5,3152
BG42,DEE0,3287
BG42,DEF0,3864
BG42,DEG0,3270
BG42,DK01,4188
BG42,DK02,4150
BG42,DK03,4241
BG42,DK04,4384
BG42,DK05,4566
BG42,EE00,4526
BG42,EL11,397
BG42,EL12,660
BG42,EL13,912
BG42,EL14,973
BG42,EL21,1162
BG42,EL22,1368
BG42,EL23,1396
BG42,EL24,1244
BG42,EL25,1584
BG42,EL30,1396
BG42,EL41,1118
BG42,EL42,1677
BG42,EL43,2078
BG42,ES11,6288
BG42,ES12,5741
BG42,ES13,5432
BG42,ES21,5188
BG42,ES22,5125
BG42,ES23,5282
BG42,ES24,4975
BG42,ES30,5544
BG42,ES41,5689
BG42,ES42,5531
BG42,ES43,6121
BG42,ES51,4471
BG42,ES52,5187
BG42,ES53,4811
BG42,ES61,6087
BG42,ES62,5421
BG42,ES63,6391
BG42,ES64,6064
BG42,ES70,9060
BG42,FI19,5149
BG42,FI1B,4751
BG42,FI1C,4951
BG42,FI1D,5718
BG42,FI20,4968
BG42,FR10,4263
BG42,FR21,3961
BG42,FR22,4245
BG42,FR23,4494
BG42,FR24,4326
BG42,FR25,4734
BG42,FR26,3922
BG42,FR30,4330
BG42,FR41,3681
BG42,FR42,3435
BG42,FR43,3614
BG42,FR51,4736
BG42,FR52,5025
BG42,FR53,4620
BG42,FR61,4747
BG42,FR62,4401
BG42,FR63,4329
BG42,FR71,3618
BG42,FR72,3968
BG42,FR81,4037
BG42,FR82,3634
BG42,FR83,3164
BG42,HR03,1914
BG42,HR04,1710
BG42,HU10,1703
BG42,HU21,1765
BG42,HU22,1916
BG42,HU23,1598
BG42,HU31,1780
BG42,HU32,1616
BG42,HU33,1464
BG42,IE01,6131
BG42,IE02,5927
BG42,ITC1,3139
BG42,ITC2,3218
BG42,ITC3,3110
BG42,ITC4,2887
BG42,ITF1,2478
BG42,ITF2,2123
BG42,ITF3,2143
BG42,ITF4,1699
BG42,ITF5,1864
BG42,ITF6,2037
BG42,ITG1,2558
BG42,ITG2,3550
BG42,ITH1,2658
BG42,ITH2,2673
BG42,ITH3,2515
BG42,ITH4,2276
BG42,ITH5,2679
BG42,ITI1,2772
BG42,ITI2,2774
BG42,ITI3,2666
BG42,ITI4,2839
BG42,LT00,3581
BG42,LU00,3805
BG42,LV00,3974
BG42,MT00,2797
BG42,NL11,4084
BG42,NL12,4166
BG42,NL13,4085
BG42,NL21,4026
BG42,NL22,4033
BG42,NL23,4170
BG42,NL31,4109
BG42,NL32,4205
BG42,NL33,4215
BG42,NL34,4219
BG42,NL41,4031
BG42,NL42,3912
BG42,PL11,2758
BG42,PL12,2796
BG42,PL21,2350
BG42,PL22,2416
BG42,PL31,2530
BG42,PL32,2240
BG42,PL33,2501
BG42,PL34,3032
BG42,PL41,2946
BG42,PL42,3408
BG42,PL43,3067
BG42,PL51,2727
BG42,PL52,2521
BG42,PL61,3136
BG42,PL62,3277
BG42,PL63,3389
BG42,PT11,6365
BG42,PT15,6718
BG42,PT16,6448
BG42,PT17,6653
BG42,PT18,6502
BG42,PT20,9591
BG42,PT30,8542
BG42,RO11,1433
BG42,RO12,1109
BG42,RO21,1343
BG42,RO22,1002
BG42,RO31,765
BG42,RO32,704
BG42,RO41,742
BG42,RO42,1212
BG42,SE11,5023
BG42,SE12,5042
BG42,SE21,4566
BG42,SE22,4233
BG42,SE23,4715
BG42,SE31,5230
BG42,SE32,5809
BG42,SE33,6485
BG42,SI01,1973
BG42,SI02,2074
BG42,SK01,2022
BG42,SK02,2022
BG42,SK03,2109
BG42,SK04,2053
BG42,UKC1,5408
BG42,UKC2,5454
BG42,UKD1,5582
BG42,UKD3,5314
BG42,UKD4,5415
BG42,UKD6,5290
BG42,UKD7,5410
BG42,UKE1,5182
BG42,UKE2,5290
BG42,UKE3,5200
BG42,UKE4,5296
BG42,UKF1,5147
BG42,UKF2,5003
BG42,UKF3,5066
BG42,UKG1,5112
BG42,UKG2,5200
BG42,UKG3,5162
BG42,UKH1,4887
BG42,UKH2,4868
BG42,UKH3,4784
BG42,UKI1,4782
BG42,UKI2,4799
BG42,UKJ1,4952
BG42,UKJ2,4763
BG42,UKJ3,4946
BG42,UKJ4,4671
BG42,UKK1,5094
BG42,UKK2,5098
BG42,UKK3,5487
BG42,UKK4,5339
BG42,UKL1,5337
BG42,UKL2,5282
BG42,UKM2,5814
BG42,UKM3,5825
BG42,UKM5,5983
BG42,UKM6,6137
BG42,UKN0,6050
CY00,AT11,4658
CY00,AT12,4804
CY00,AT13,4731
CY00,AT21,4755
CY00,AT22,4704
CY00,AT31,5041
CY00,AT32,5071
CY00,AT33,5250
CY00,AT34,5592
CY00,BE10,6675
CY00,BE21,6682
CY00,BE22,6533
CY00,BE23,6763
CY00,BE24,6679
CY00,BE25,6860
CY00,BE31,6654
CY00,BE32,6730
CY00,BE33,6498
CY00,BE34,6443
CY00,BE35,6608
CY00,BG31,3062
CY00,BG32,2794
CY00,BG33,2708
CY00,BG34,2552
CY00,BG41,2889
CY00,BG42,2626
CY00,CY00,116
CY00,CZ01,5207
CY00,CZ02,5218
CY00,CZ03,5271
CY00,CZ04,5395
CY00,CZ05,5151
CY00,CZ06,4878
CY00,CZ07,4862
CY00,CZ08,4885
CY00,DE11,5743
CY00,DE12,5878
CY00,DE13,5913
CY00,DE14,5682
CY00,DE21,5344
CY00,DE22,5237
CY00,DE23,5443
CY00,DE24,5677
CY00,DE25,5604
CY00,DE26,5798
CY00,DE27,5498
CY00,DE30,5847
CY00,DE40,5820
CY00,DE50,6396
CY00,DE60,6387
CY00,DE71,5995
CY00,DE72,6075
CY00,DE73,6050
CY00,DE80,6206
CY00,DE91,6074
CY00,DE92,6199
CY00,DE93,6328
CY00,DE94,6482
CY00,DEA1,6391
CY00,DEA2,6328
CY00,DEA3,6420
CY00,DEA4,6283
CY00,DEA5,6306
CY00,DEB1,6145
CY00,DEB2,6263
CY00,DEB3,6013
CY00,DEC0,6167
CY00,DED2,5513
CY00,DED4,5576
CY00,DED5,5716
CY00,DEE0,5875
CY00,DEF0,6479
CY00,DEG0,5839
CY00,DK01,6703
CY00,DK02,6664
CY00,DK03,6803
CY00,DK04,6916
CY00,DK05,7109
CY00,EE00,6816
CY00,EL11,2396
CY00,EL12,2777
CY00,EL13,2995
CY00,EL14,2943
CY00,EL21,3152
CY00,EL22,3339
CY00,EL23,3226
CY00,EL24,3028
CY00,EL25,3312
CY00,EL30,3066
CY00,EL41,1939
CY00,EL42,1657
CY00,EL43,2087
CY00,ES11,8712
CY00,ES12,8193
CY00,ES13,7845
CY00,ES21,7547
CY00,ES22,7518
CY00,ES23,7706
CY00,ES24,7380
CY00,ES30,7948
CY00,ES41,8023
CY00,ES42,7918
CY00,ES43,8484
CY00,ES51,6862
CY00,ES52,7484
CY00,ES53,7093
CY00,ES61,8419
CY00,ES62,7727
CY00,ES63,8642
CY00,ES64,8306
CY00,ES70,11233
CY00,FI19,7556
CY00,FI1B,7122
CY00,FI1C,7314
CY00,FI1D,8016
CY00,FI20,7688
CY00,FR10,6800
CY00,FR21,6482
CY00,FR22,6836
CY00,FR23,7080
CY00,FR24,6880
CY00,FR25,7290
CY00,FR26,6452
CY00,FR30,6874
CY00,FR41,6244
CY00,FR42,6001
CY00,FR43,6193
CY00,FR51,7285
CY00,FR52,7614
CY00,FR53,7142
CY00,FR61,7229
CY00,FR62,6876
CY00,FR63,6827
CY00,FR71,6157
CY00,FR72,6514
CY00,FR81,6490
CY00,FR82,6127
CY00,FR83,5607
CY00,HR03,4509
CY00,HR04,4289
CY00,HU10,4285
CY00,HU21,4342
CY00,HU22,4487
CY00,HU23,4218
CY00,HU31,4347
CY00,HU32,4209
CY00,HU33,4047
CY00,IE01,8672
CY00,IE02,8472
CY00,ITC1,5668
CY00,ITC2,5765
CY00,ITC3,5610
CY00,ITC4,5433
CY00,ITF1,4670
CY00,ITF2,4415
CY00,ITF3,4381
CY00,ITF4,3966
CY00,ITF5,4074
CY00,ITF6,4157
CY00,ITG1,4650
CY00,ITG2,5908
CY00,ITH1,5186
CY00,ITH2,5217
CY00,ITH3,5049
CY00,ITH4,4851
CY00,ITH5,5204
CY00,ITI1,5278
CY00,ITI2,5228
CY00,ITI3,5151
CY00,ITI4,5216
CY00,LT00,5953
CY00,LU00,6330
CY00,LV00,6333
CY00,MT00,4733
CY00,NL11,6686
CY00,NL12,6759
CY00,NL13,6662
CY00,NL21,6603
CY00,NL22,6582
CY00,NL23,6728
CY00,NL31,6686
CY00,NL32,6766
CY00,NL33,6771
CY00,NL34,6801
CY00,NL41,6650
CY00,NL42,6474
CY00,PL11,5227
CY00,PL12,5271
CY00,PL21,4816
CY00,PL22,4973
CY00,PL31,5007
CY00,PL32,4709
CY00,PL33,4980
CY00,PL34,5439
CY00,PL41,5479
CY00,PL42,5903
CY00,PL43,5620
CY00,PL51,5270
CY00,PL52,5080
CY00,PL61,5575
CY00,PL62,5673
CY00,PL63,5870
CY00,PT11,8782
CY00,PT15,9004
CY00,PT16,8821
CY00,PT17,9044
CY00,PT18,8866
CY00,PT20,12039
CY00,PT30,10862
CY00,RO11,3910
CY00,RO12,3495
CY00,RO21,3641
CY00,RO22,3121
CY00,RO31,3135
CY00,RO32,3014
CY00,RO41,3279
CY00,RO42,3749
CY00,SE11,7462
CY00,SE12,7495
CY00,SE21,7067
CY00,SE22,6743
CY00,SE23,7227
CY00,SE31,7666
CY00,SE32,8258
CY00,SE33,8862
CY00,SI01,4522
CY00,SI02,4671
CY00,SK01,4616
CY00,SK02,4606
CY00,SK03,4628
CY00,SK04,4575
CY00,UKC1,7982
CY00,UKC2,8027
CY00,UKD1,8139
CY00,UKD3,7900
CY00,UKD4,7977
CY00,UKD6,7884
CY00,UKD7,7954
CY00,UKE1,7761
CY00,UKE2,7870
CY00,UKE3,7777
CY00,UKE4,7838
CY00,UKF1,7726
CY00,UKF2,7620
CY00,UKF3,7634
CY00,UKG1,7723
CY00,UKG2,7801
CY00,UKG3,7719
CY00,UKH1,7451
CY00,UKH2,7443
CY00,UKH3,7343
CY00,UKI1,7356
CY00,UKI2,7380
CY00,UKJ1,7506
CY00,UKJ2,7374
CY00,UKJ3,7501
CY00,UKJ4,7229
CY00,UKK1,7692
CY00,UKK2,7673
CY00,UKK3,8024
CY00,UKK4,7863
CY00,UKL1,7940
CY00,UKL2,7847
CY00,UKM2,8389
CY00,UKM3,8390
CY00,UKM5,8553
CY00,UKM6,8699
CY00,UKN0,8643
CZ01,AT11,728
CZ01,AT12,560
CZ01,AT13,591
CZ01,AT21,890
CZ01,AT22,828
CZ01,AT31,496
CZ01,AT32,700
CZ01,AT33,921
CZ01,AT34,1055
CZ01,BE10,1636
CZ01,BE21,1601
CZ01,BE22,1477
CZ01,BE23,1705
CZ01,BE24,1623
CZ01,BE25,1807
CZ01,BE31,1622
CZ01,BE32,1691
CZ01,BE33,1455
CZ01,BE34,1444
CZ01,BE35,1583
CZ01,BG31,2306
CZ01,BG32,2566
CZ01,BG33,2780
CZ01,BG34,2832
CZ01,BG41,2405
CZ01,BG42,2657
CZ01,CY00,5207
CZ01,CZ01,24
CZ01,CZ02,85
CZ01,CZ03,229
CZ01,CZ04,203
CZ01,CZ05,236
CZ01,CZ06,370
CZ01,CZ07,502
CZ01,CZ08,631
CZ01,DE11,872
CZ01,DE12,961
CZ01,DE13,1160
CZ01,DE14,960
CZ01,DE21,699
CZ01,DE22,463
CZ01,DE23,445
CZ01,DE24,525
CZ01,DE25,585
CZ01,DE26,768
CZ01,DE27,808
CZ01,DE30,638
CZ01,DE40,618
CZ01,DE50,1137
CZ01,DE60,1148
CZ01,DE71,954
CZ01,DE72,994
CZ01,DE73,880
CZ01,DE80,1015
CZ01,DE91,824
CZ01,DE92,956
CZ01,DE93,1087
CZ01,DE94,1252
CZ01,DEA1,1288
CZ01,DEA2,1266
CZ01,DEA3,1242
CZ01,DEA4,1061
CZ01,DEA5,1160
CZ01,DEB1,1129
CZ01,DEB2,1254
CZ01,DEB3,1021
CZ01,DEC0,1202
CZ01,DED2,290
CZ01,DED4,349
CZ01,DED5,463
CZ01,DEE0,628
CZ01,DEF0,1242
CZ01,DEG0,607
CZ01,DK01,1579
CZ01,DK02,1575
CZ01,DK03,1606
CZ01,DK04,1751
CZ01,DK05,1944
CZ01,EE00,2885
CZ01,EL11,2939
CZ01,EL12,2764
CZ01,EL13,2751
CZ01,EL14,2993
CZ01,EL21,2988
CZ01,EL22,3223
CZ01,EL23,3312
CZ01,EL24,3302
CZ01,EL25,3612
CZ01,EL30,3505
CZ01,EL41,3685
CZ01,EL42,4105
CZ01,EL43,4229
CZ01,ES11,4398
CZ01,ES12,3866
CZ01,ES13,3544
CZ01,ES21,3324
CZ01,ES22,3342
CZ01,ES23,3473
CZ01,ES24,3481
CZ01,ES30,4014
CZ01,ES41,3876
CZ01,ES42,4102
CZ01,ES43,4528
CZ01,ES51,3046
CZ01,ES52,3880
CZ01,ES53,3489
CZ01,ES61,4724
CZ01,ES62,4139
CZ01,ES63,5058
CZ01,ES64,4838
CZ01,ES70,7748
CZ01,FI19,3378
CZ01,FI1B,3071
CZ01,FI1C,3239
CZ01,FI1D,4187
CZ01,FI20,2931
CZ01,FR10,1936
CZ01,FR21,1635
CZ01,FR22,1890
CZ01,FR23,2182
CZ01,FR24,2157
CZ01,FR25,2409
CZ01,FR26,1813
CZ01,FR30,1864
CZ01,FR41,1338
CZ01,FR42,1185
CZ01,FR43,1511
CZ01,FR51,2613
CZ01,FR52,2806
CZ01,FR53,2626
CZ01,FR61,2884
CZ01,FR62,2785
CZ01,FR63,2408
CZ01,FR71,1958
CZ01,FR72,2097
CZ01,FR81,2558
CZ01,FR82,2270
CZ01,FR83,2284
CZ01,HR03,1611
CZ01,HR04,1184
CZ01,HU10,1013
CZ01,HU21,930
CZ01,HU22,807
CZ01,HU23,1106
CZ01,HU31,1108
CZ01,HU32,1298
CZ01,HU33,1266
CZ01,IE01,3605
CZ01,IE02,3411
CZ01,ITC1,1751
CZ01,ITC2,1752
CZ01,ITC3,1825
CZ01,ITC4,1506
CZ01,ITF1,2163
CZ01,ITF2,2389
CZ01,ITF3,2536
CZ01,ITF4,2745
CZ01,ITF5,2725
CZ01,ITF6,3109
CZ01,ITG1,3544
CZ01,ITG2,2846
CZ01,ITH1,1118
CZ01,ITH2,1260
CZ01,ITH3,1354
CZ01,ITH4,1175
CZ01,ITH5,1618
CZ01,ITI1,1849
CZ01,ITI2,2004
CZ01,ITI3,1910
CZ01,ITI4,2253
CZ01,LT00,1987
CZ01,LU00,1352
CZ01,LV00,2357
CZ01,MT00,3838
CZ01,NL11,1435
CZ01,NL12,1536
CZ01,NL13,1420
CZ01,NL21,1376
CZ01,NL22,1451
CZ01,NL23,1547
CZ01,NL31,1557
CZ01,NL32,1610
CZ01,NL33,1635
CZ01,NL34,1719
CZ01,NL41,1517
CZ01,NL42,1404
CZ01,PL11,881
CZ01,PL12,1159
CZ01,PL21,932
CZ01,PL22,742
CZ01,PL31,1354
CZ01,PL32,1240
CZ01,PL33,1017
CZ01,PL34,1519
CZ01,PL41,731
CZ01,PL42,925
CZ01,PL43,577
CZ01,PL51,421
CZ01,PL52,560
CZ01,PL61,982
CZ01,PL62,1361
CZ01,PL63,1246
CZ01,PT11,4525
CZ01,PT15,5189
CZ01,PT16,4654
CZ01,PT17,4954
CZ01,PT18,4809
CZ01,PT20,7713
CZ01,PT30,6910
CZ01,RO11,1620
CZ01,RO12,2018
CZ01,RO21,2340
CZ01,RO22,2634
CZ01,RO31,2324
CZ01,RO32,2421
CZ01,RO41,2101
CZ01,RO42,1575
CZ01,SE11,2631
CZ01,SE12,2550
CZ01,SE21,2094
CZ01,SE22,1654
CZ01,SE23,2110
CZ01,SE31,2753
CZ01,SE32,3410
CZ01,SE33,4060
CZ01,SI01,1046
CZ01,SI02,1087
CZ01,SK01,629
CZ01,SK02,697
CZ01,SK03,853
CZ01,SK04,1130
CZ01,UKC1,2846
CZ01,UKC2,2907
CZ01,UKD1,3034
CZ01,UKD3,2800
CZ01,UKD4,2885
CZ01,UKD6,2785
CZ01,UKD7,2859
CZ01,UKE1,2639
CZ01,UKE2,2754
CZ01,UKE3,2679
CZ01,UKE4,2742
