start_location,end_location,total_distance
HU32,FR81,3316
HU32,FR82,2840
HU32,FR83,2559
HU32,HR03,1426
HU32,HR04,945
HU32,HU10,373
HU32,HU21,533
HU32,HU22,740
HU32,HU23,652
HU32,HU31,248
HU32,HU32,182
HU32,HU33,385
HU32,IE01,4844
HU32,IE02,4662
HU32,ITC1,2398
HU32,ITC2,2456
HU32,ITC3,2399
HU32,ITC4,2102
HU32,ITF1,2226
HU32,ITF2,2410
HU32,ITF3,2619
HU32,ITF4,2322
HU32,ITF5,2509
HU32,ITF6,2691
HU32,ITG1,3264
HU32,ITG2,3122
HU32,ITH1,1811
HU32,ITH2,1891
HU32,ITH3,1756
HU32,ITH4,1488
HU32,ITH5,1971
HU32,ITI1,2151
HU32,ITI2,2177
HU32,ITI3,2053
HU32,ITI4,2416
HU32,LT00,2013
HU32,LU00,2572
HU32,LV00,2383
HU32,MT00,3459
HU32,NL11,2783
HU32,NL12,2842
HU32,NL13,2747
HU32,NL21,2697
HU32,NL22,2763
HU32,NL23,2873
HU32,NL31,2864
HU32,NL32,2931
HU32,NL33,2954
HU32,NL34,2975
HU32,NL41,2812
HU32,NL42,2662
HU32,PL11,1087
HU32,PL12,1211
HU32,PL21,690
HU32,PL22,847
HU32,PL31,969
HU32,PL32,650
HU32,PL33,854
HU32,PL34,1447
HU32,PL41,1405
HU32,PL42,1857
HU32,PL43,1560
HU32,PL51,1243
HU32,PL52,1026
HU32,PL61,1472
HU32,PL62,1621
HU32,PL63,1765
HU32,PT11,5590
HU32,PT15,6087
HU32,PT16,5733
HU32,PT17,5990
HU32,PT18,5848
HU32,PT20,8845
HU32,PT30,7922
HU32,RO11,384
HU32,RO12,778
HU32,RO21,1043
HU32,RO22,1416
HU32,RO31,1141
HU32,RO32,1211
HU32,RO41,939
HU32,RO42,516
HU32,SE11,3597
HU32,SE12,3580
HU32,SE21,3140
HU32,SE22,2769
HU32,SE23,3238
HU32,SE31,3796
HU32,SE32,4370
HU32,SE33,4849
HU32,SI01,1049
HU32,SI02,1248
HU32,SK01,748
HU32,SK02,639
HU32,SK03,531
HU32,SK04,406
HU32,UKC1,4120
HU32,UKC2,4165
HU32,UKD1,4297
HU32,UKD3,4072
HU32,UKD4,4140
HU32,UKD6,4051
HU32,UKD7,4115
HU32,UKE1,3896
HU32,UKE2,4051
HU32,UKE3,3934
HU32,UKE4,4028
HU32,UKF1,3896
HU32,UKF2,3782
HU32,UKF3,3796
HU32,UKG1,3866
HU32,UKG2,3954
HU32,UKG3,3893
HU32,UKH1,3618
HU32,UKH2,3636
HU32,UKH3,3547
HU32,UKI1,3557
HU32,UKI2,3573
HU32,UKJ1,3690
HU32,UKJ2,3588
HU32,UKJ3,3710
HU32,UKJ4,3431
HU32,UKK1,3891
HU32,UKK2,3883
HU32,UKK3,4297
HU32,UKK4,4087
HU32,UKL1,4111
HU32,UKL2,4044
HU32,UKM2,4513
HU32,UKM3,4555
HU32,UKM5,4671
HU32,UKM6,4822
HU32,UKN0,4755
HU33,AT11,692
HU33,AT12,819
HU33,AT13,744
HU33,AT21,1067
HU33,AT22,856
HU33,AT31,1098
HU33,AT32,1260
HU33,AT33,1544
HU33,AT34,1814
HU33,BE10,2769
HU33,BE21,2778
HU33,BE22,2627
HU33,BE23,2873
HU33,BE24,2772
HU33,BE25,2958
HU33,BE31,2784
HU33,BE32,2821
HU33,BE33,2598
HU33,BE34,2535
HU33,BE35,2719
HU33,BG31,1078
HU33,BG32,1350
HU33,BG33,1544
HU33,BG34,1609
HU33,BG41,1214
HU33,BG42,1464
HU33,CY00,4047
HU33,CZ01,1266
HU33,CZ02,1265
HU33,CZ03,1301
HU33,CZ04,1453
HU33,CZ05,1194
HU33,CZ06,922
HU33,CZ07,895
HU33,CZ08,917
HU33,DE11,1909
HU33,DE12,2000
HU33,DE13,2124
HU33,DE14,1847
HU33,DE21,1507
HU33,DE22,1359
HU33,DE23,1542
HU33,DE24,1713
HU33,DE25,1696
HU33,DE26,1891
HU33,DE27,1682
HU33,DE30,1881
HU33,DE40,1860
HU33,DE50,2404
HU33,DE60,2409
HU33,DE71,2068
HU33,DE72,2179
HU33,DE73,2096
HU33,DE80,2258
HU33,DE91,2088
HU33,DE92,2207
HU33,DE93,2322
HU33,DE94,2488
HU33,DEA1,2475
HU33,DEA2,2399
HU33,DEA3,2488
HU33,DEA4,2309
HU33,DEA5,2388
HU33,DEB1,2232
HU33,DEB2,2377
HU33,DEB3,2116
HU33,DEC0,2299
HU33,DED2,1507
HU33,DED4,1592
HU33,DED5,1726
HU33,DEE0,1887
HU33,DEF0,2493
HU33,DEG0,1874
HU33,DK01,2725
HU33,DK02,2716
HU33,DK03,2823
HU33,DK04,3003
HU33,DK05,3193
HU33,EE00,3322
HU33,EL11,1753
HU33,EL12,1606
HU33,EL13,1622
HU33,EL14,1868
HU33,EL21,1873
HU33,EL22,2111
HU33,EL23,2236
HU33,EL24,2135
HU33,EL25,2504
HU33,EL30,2357
HU33,EL41,2586
HU33,EL42,3007
HU33,EL43,3088
HU33,ES11,5315
HU33,ES12,4765
HU33,ES13,4447
HU33,ES21,4257
HU33,ES22,4182
HU33,ES23,4361
HU33,ES24,4039
HU33,ES30,4664
HU33,ES41,4709
HU33,ES42,4692
HU33,ES43,5278
HU33,ES51,3574
HU33,ES52,4357
HU33,ES53,3966
HU33,ES61,5251
HU33,ES62,4595
HU33,ES63,5555
HU33,ES64,5312
HU33,ES70,8308
HU33,FI19,3867
HU33,FI1B,3534
HU33,FI1C,3670
HU33,FI1D,4482
HU33,FI20,3827
HU33,FR10,2972
HU33,FR21,2690
HU33,FR22,2988
HU33,FR23,3256
HU33,FR24,3165
HU33,FR25,3464
HU33,FR26,2776
HU33,FR30,2975
HU33,FR41,2434
HU33,FR42,2169
HU33,FR43,2432
HU33,FR51,3595
HU33,FR52,3803
HU33,FR53,3592
HU33,FR61,3804
HU33,FR62,3450
HU33,FR63,3310
HU33,FR71,2650
HU33,FR72,2999
HU33,FR81,3094
HU33,FR82,2711
HU33,FR83,2373
HU33,HR03,1115
HU33,HR04,649
HU33,HU10,303
HU33,HU21,385
HU33,HU22,583
HU33,HU23,363
HU33,HU31,418
HU33,HU32,385
HU33,HU33,169
HU33,IE01,4823
HU33,IE02,4626
HU33,ITC1,2186
HU33,ITC2,2245
HU33,ITC3,2164
HU33,ITC4,1893
HU33,ITF1,1971
HU33,ITF2,2124
HU33,ITF3,2305
HU33,ITF4,1999
HU33,ITF5,2151
HU33,ITF6,2386
HU33,ITG1,2892
HU33,ITG2,2823
HU33,ITH1,1605
HU33,ITH2,1637
HU33,ITH3,1535
HU33,ITH4,1269
HU33,ITH5,1723
HU33,ITI1,1916
HU33,ITI2,1911
HU33,ITI3,1810
HU33,ITI4,2160
HU33,LT00,2288
HU33,LU00,2446
HU33,LV00,2744
HU33,MT00,3186
HU33,NL11,2710
HU33,NL12,2784
HU33,NL13,2680
HU33,NL21,2635
HU33,NL22,2667
HU33,NL23,2797
HU33,NL31,2796
HU33,NL32,2866
HU33,NL33,2878
HU33,NL34,2905
HU33,NL41,2734
HU33,NL42,2552
HU33,PL11,1320
HU33,PL12,1502
HU33,PL21,906
HU33,PL22,1008
HU33,PL31,1263
HU33,PL32,947
HU33,PL33,1132
HU33,PL34,1808
HU33,PL41,1577
HU33,PL42,1979
HU33,PL43,1655
HU33,PL51,1344
HU33,PL52,1140
HU33,PL61,1692
HU33,PL62,1895
HU33,PL63,2002
HU33,PT11,5429
HU33,PT15,5833
HU33,PT16,5515
HU33,PT17,5780
HU33,PT18,5642
HU33,PT20,8624
HU33,PT30,7721
HU33,RO11,580
HU33,RO12,861
HU33,RO21,1256
HU33,RO22,1477
HU33,RO31,1139
HU33,RO32,1195
HU33,RO41,858
HU33,RO42,356
HU33,SE11,3708
HU33,SE12,3694
HU33,SE21,3209
HU33,SE22,2822
HU33,SE23,3343
HU33,SE31,3827
HU33,SE32,4517
HU33,SE33,5127
HU33,SI01,805
HU33,SI02,1031
HU33,SK01,666
HU33,SK02,625
HU33,SK03,647
HU33,SK04,696
HU33,UKC1,4029
HU33,UKC2,4131
HU33,UKD1,4236
HU33,UKD3,3993
HU33,UKD4,4057
HU33,UKD6,3985
HU33,UKD7,4029
HU33,UKE1,3812
HU33,UKE2,3951
HU33,UKE3,3859
HU33,UKE4,3941
HU33,UKF1,3823
HU33,UKF2,3706
HU33,UKF3,3732
HU33,UKG1,3809
HU33,UKG2,3900
HU33,UKG3,3795
HU33,UKH1,3541
HU33,UKH2,3552
HU33,UKH3,3403
HU33,UKI1,3498
HU33,UKI2,3478
HU33,UKJ1,3604
HU33,UKJ2,3504
HU33,UKJ3,3644
HU33,UKJ4,3356
HU33,UKK1,3789
HU33,UKK2,3791
HU33,UKK3,4219
HU33,UKK4,3973
HU33,UKL1,4044
HU33,UKL2,3963
HU33,UKM2,4471
HU33,UKM3,4480
HU33,UKM5,4647
HU33,UKM6,4770
HU33,UKN0,4697
IE01,AT11,4128
IE01,AT12,4025
IE01,AT13,4068
IE01,AT21,3974
IE01,AT22,4047
IE01,AT31,3674
IE01,AT32,3635
IE01,AT33,3523
IE01,AT34,3291
IE01,BE10,2029
IE01,BE21,2055
IE01,BE22,2181
IE01,BE23,1945
IE01,BE24,2039
IE01,BE25,1838
IE01,BE31,2030
IE01,BE32,2038
IE01,BE33,2230
IE01,BE34,2299
IE01,BE35,2119
IE01,BG31,5771
IE01,BG32,6099
IE01,BG33,6275
IE01,BG34,6375
IE01,BG41,5844
IE01,BG42,6131
IE01,CY00,8672
IE01,CZ01,3605
IE01,CZ02,3647
IE01,CZ03,3557
IE01,CZ04,3460
IE01,CZ05,3769
IE01,CZ06,4002
IE01,CZ07,4090
IE01,CZ08,4214
IE01,DE11,2948
IE01,DE12,2827
IE01,DE13,2879
IE01,DE14,3097
IE01,DE21,3422
IE01,DE22,3477
IE01,DE23,3326
IE01,DE24,3173
IE01,DE25,3075
IE01,DE26,2905
IE01,DE27,3215
IE01,DE30,3301
IE01,DE40,3294
IE01,DE50,2684
IE01,DE60,2866
IE01,DE71,2733
IE01,DE72,2639
IE01,DE73,2739
IE01,DE80,3283
IE01,DE91,2852
IE01,DE92,2735
IE01,DE93,2820
IE01,DE94,2565
IE01,DEA1,2360
IE01,DEA2,2375
IE01,DEA3,2443
IE01,DEA4,2585
IE01,DEA5,2474
IE01,DEB1,2558
IE01,DEB2,2456
IE01,DEB3,2739
IE01,DEC0,2573
IE01,DED2,3442
IE01,DED4,3299
IE01,DED5,3193
IE01,DEE0,3082
IE01,DEF0,2932
IE01,DEG0,3021
IE01,DK01,3340
IE01,DK02,3303
IE01,DK03,3099
IE01,DK04,3187
IE01,DK05,3299
IE01,EE00,5581
IE01,EL11,6429
IE01,EL12,6189
IE01,EL13,6140
IE01,EL14,6356
IE01,EL21,6414
IE01,EL22,6530
IE01,EL23,6703
IE01,EL24,6697
IE01,EL25,7012
IE01,EL30,6885
IE01,EL41,7173
IE01,EL42,7548
IE01,EL43,7606
IE01,ES11,3770
IE01,ES12,3398
IE01,ES13,3229
IE01,ES21,3149
IE01,ES22,3256
IE01,ES23,3340
IE01,ES24,3554
IE01,ES30,3846
IE01,ES41,3564
IE01,ES42,4075
IE01,ES43,4182
IE01,ES51,3760
IE01,ES52,4207
IE01,ES53,4267
IE01,ES61,4661
IE01,ES62,4424
IE01,ES63,5030
IE01,ES64,5057
IE01,ES70,7221
IE01,FI19,5203
IE01,FI1B,5273
IE01,FI1C,5240
IE01,FI1D,6210
IE01,FI20,4669
IE01,FR10,2131
IE01,FR21,2270
IE01,FR22,2004
IE01,FR23,1894
IE01,FR24,2344
IE01,FR25,1817
IE01,FR26,2579
IE01,FR30,1861
IE01,FR41,2530
IE01,FR42,2797
IE01,FR43,2774
IE01,FR51,2054
IE01,FR52,1633
IE01,FR53,2395
IE01,FR61,2894
IE01,FR62,3169
IE01,FR63,2724
IE01,FR71,3076
IE01,FR72,2829
IE01,FR81,3401
IE01,FR82,3512
IE01,FR83,4190
IE01,HR03,4646
IE01,HR04,4524
IE01,HU10,4558
IE01,HU21,4406
IE01,HU22,4261
IE01,HU23,4522
IE01,HU31,4729
IE01,HU32,4844
IE01,HU33,4823
IE01,IE01,262
IE01,IE02,346
IE01,ITC1,3448
IE01,ITC2,3291
IE01,ITC3,3745
IE01,ITC4,3562
IE01,ITF1,4591
IE01,ITF2,4826
IE01,ITF3,4893
IE01,ITF4,5261
IE01,ITF5,5242
IE01,ITF6,5516
IE01,ITG1,5866
IE01,ITG2,4510
IE01,ITH1,3660
IE01,ITH2,3753
IE01,ITH3,3880
IE01,ITH4,4055
IE01,ITH5,3939
IE01,ITI1,4088
IE01,ITI2,4345
IE01,ITI3,4265
IE01,ITI4,4556
IE01,LT00,4909
IE01,LU00,2369
IE01,LV00,5159
IE01,MT00,6142
IE01,NL11,2382
IE01,NL12,2322
IE01,NL13,2334
IE01,NL21,2330
IE01,NL22,2239
IE01,NL23,2204
IE01,NL31,2168
IE01,NL32,2138
IE01,NL33,2096
IE01,NL34,1960
IE01,NL41,2105
IE01,NL42,2227
IE01,PL11,4172
IE01,PL12,4286
IE01,PL21,4412
IE01,PL22,4202
IE01,PL31,4648
IE01,PL32,4706
IE01,PL33,4501
IE01,PL34,4621
IE01,PL41,3837
IE01,PL42,3580
IE01,PL43,3596
IE01,PL51,3796
IE01,PL52,4021
IE01,PL61,4014
IE01,PL62,4284
IE01,PL63,4047
IE01,PT11,3947
IE01,PT15,4768
IE01,PT16,4150
IE01,PT17,4391
IE01,PT18,4379
IE01,PT20,6589
IE01,PT30,6216
IE01,RO11,5231
IE01,RO12,5587
IE01,RO21,5826
IE01,RO22,6227
IE01,RO31,5854
IE01,RO32,6022
IE01,RO41,5600
IE01,RO42,5110
IE01,SE11,4368
IE01,SE12,4245
IE01,SE21,3870
IE01,SE22,3448
IE01,SE23,3730
IE01,SE31,4180
IE01,SE32,4801
IE01,SE33,5548
IE01,SI01,4212
IE01,SI02,4086
IE01,SK01,4188
IE01,SK02,4281
IE01,SK03,4444
IE01,SK04,4722
IE01,UKC1,1034
IE01,UKC2,1022
IE01,UKD1,875
IE01,UKD3,844
IE01,UKD4,853
IE01,UKD6,805
IE01,UKD7,766
IE01,UKE1,1098
IE01,UKE2,1029
IE01,UKE3,985
IE01,UKE4,970
IE01,UKF1,1021
IE01,UKF2,1099
IE01,UKF3,1168
IE01,UKG1,1013
IE01,UKG2,905
IE01,UKG3,975
IE01,UKH1,1376
IE01,UKH2,1278
IE01,UKH3,1386
IE01,UKI1,1352
IE01,UKI2,1342
IE01,UKJ1,1256
IE01,UKJ2,1397
IE01,UKJ3,1357
IE01,UKJ4,1470
IE01,UKK1,1103
IE01,UKK2,1255
IE01,UKK3,1314
IE01,UKK4,1214
IE01,UKL1,872
IE01,UKL2,880
IE01,UKM2,939
IE01,UKM3,780
IE01,UKM5,1239
IE01,UKM6,1218
IE01,UKN0,381
IE02,AT11,3940
IE02,AT12,3805
IE02,AT13,3854
IE02,AT21,3718
IE02,AT22,3815
IE02,AT31,3485
IE02,AT32,3419
IE02,AT33,3273
IE02,AT34,3056
IE02,BE10,1799
IE02,BE21,1809
IE02,BE22,1942
IE02,BE23,1743
IE02,BE24,1818
IE02,BE25,1643
IE02,BE31,1866
IE02,BE32,1803
IE02,BE33,1995
IE02,BE34,2076
IE02,BE35,1923
IE02,BG31,5595
IE02,BG32,5910
IE02,BG33,6127
IE02,BG34,6131
IE02,BG41,5652
IE02,BG42,5927
IE02,CY00,8472
IE02,CZ01,3411
IE02,CZ02,3427
IE02,CZ03,3339
IE02,CZ04,3245
IE02,CZ05,3529
IE02,CZ06,3770
IE02,CZ07,3855
IE02,CZ08,3970
IE02,DE11,2755
IE02,DE12,2622
IE02,DE13,2677
IE02,DE14,2874
IE02,DE21,3190
IE02,DE22,3276
IE02,DE23,3092
IE02,DE24,2927
IE02,DE25,2872
IE02,DE26,2680
IE02,DE27,3008
IE02,DE30,3108
IE02,DE40,3131
IE02,DE50,2518
IE02,DE60,2698
IE02,DE71,2516
IE02,DE72,2471
IE02,DE73,2560
IE02,DE80,3045
IE02,DE91,2650
IE02,DE92,2550
IE02,DE93,2624
IE02,DE94,2365
IE02,DEA1,2139
IE02,DEA2,2153
IE02,DEA3,2283
IE02,DEA4,2452
IE02,DEA5,2268
IE02,DEB1,2347
IE02,DEB2,2247
IE02,DEB3,2519
IE02,DEC0,2353
IE02,DED2,3206
IE02,DED4,3098
IE02,DED5,3003
IE02,DEE0,2876
IE02,DEF0,2770
IE02,DEG0,2811
IE02,DK01,3176
IE02,DK02,3146
IE02,DK03,2930
IE02,DK04,3051
IE02,DK05,3158
IE02,EE00,5424
IE02,EL11,6177
IE02,EL12,5966
IE02,EL13,5892
IE02,EL14,6147
IE02,EL21,6148
IE02,EL22,6304
IE02,EL23,6460
IE02,EL24,6424
IE02,EL25,6777
IE02,EL30,6660
IE02,EL41,6994
IE02,EL42,7262
IE02,EL43,7402
IE02,ES11,3405
IE02,ES12,3068
IE02,ES13,2916
IE02,ES21,2778
IE02,ES22,2928
IE02,ES23,2985
IE02,ES24,3162
IE02,ES30,3508
IE02,ES41,3228
IE02,ES42,3739
IE02,ES43,3881
IE02,ES51,3475
IE02,ES52,3951
IE02,ES53,3989
IE02,ES61,4289
IE02,ES62,4047
IE02,ES63,4670
IE02,ES64,4742
IE02,ES70,6925
IE02,FI19,5130
IE02,FI1B,5095
IE02,FI1C,5110
IE02,FI1D,6026
IE02,FI20,4537
IE02,FR10,1916
IE02,FR21,2053
IE02,FR22,1788
IE02,FR23,1716
IE02,FR24,2089
IE02,FR25,1565
IE02,FR26,2358
IE02,FR30,1655
IE02,FR41,2309
IE02,FR42,2569
IE02,FR43,2554
IE02,FR51,1792
IE02,FR52,1382
IE02,FR53,2069
IE02,FR61,2541
IE02,FR62,2889
IE02,FR63,2437
IE02,FR71,2780
IE02,FR72,2555
IE02,FR81,3150
IE02,FR82,3337
IE02,FR83,3951
IE02,HR03,4571
IE02,HR04,4250
IE02,HU10,4318
IE02,HU21,4204
IE02,HU22,4029
IE02,HU23,4294
IE02,HU31,4574
IE02,HU32,4662
IE02,HU33,4626
IE02,IE01,346
IE02,IE02,224
IE02,ITC1,3246
IE02,ITC2,3043
IE02,ITC3,3496
IE02,ITC4,3292
IE02,ITF1,4365
IE02,ITF2,4577
IE02,ITF3,4704
IE02,ITF4,4973
IE02,ITF5,4985
IE02,ITF6,5337
IE02,ITG1,5600
IE02,ITG2,4319
IE02,ITH1,3430
IE02,ITH2,3505
IE02,ITH3,3602
IE02,ITH4,3850
IE02,ITH5,3682
IE02,ITI1,3842
IE02,ITI2,4099
IE02,ITI3,4055
IE02,ITI4,4353
IE02,LT00,4774
IE02,LU00,2185
IE02,LV00,5018
IE02,MT00,5918
IE02,NL11,2206
IE02,NL12,2138
IE02,NL13,2165
IE02,NL21,2145
IE02,NL22,2054
IE02,NL23,2052
IE02,NL31,1956
IE02,NL32,1989
IE02,NL33,1912
IE02,NL34,1769
IE02,NL41,1934
IE02,NL42,2025
IE02,PL11,4013
IE02,PL12,4146
IE02,PL21,4167
IE02,PL22,4010
IE02,PL31,4472
IE02,PL32,4502
IE02,PL33,4259
IE02,PL34,4429
IE02,PL41,3667
IE02,PL42,3405
IE02,PL43,3367
IE02,PL51,3605
IE02,PL52,3822
IE02,PL61,3800
IE02,PL62,4158
IE02,PL63,3859
IE02,PT11,3634
IE02,PT15,4481
IE02,PT16,3884
IE02,PT17,4137
IE02,PT18,4065
IE02,PT20,6283
IE02,PT30,5929
IE02,RO11,4996
IE02,RO12,5380
IE02,RO21,5680
IE02,RO22,5975
IE02,RO31,5620
IE02,RO32,5768
IE02,RO41,5401
IE02,RO42,4859
IE02,SE11,4216
IE02,SE12,4118
IE02,SE21,3731
IE02,SE22,3293
IE02,SE23,3564
IE02,SE31,4181
IE02,SE32,4702
IE02,SE33,5436
IE02,SI01,3941
IE02,SI02,3852
IE02,SK01,3966
IE02,SK02,4098
IE02,SK03,4193
IE02,SK04,4456
IE02,UKC1,1003
IE02,UKC2,1041
IE02,UKD1,839
IE02,UKD3,707
IE02,UKD4,725
IE02,UKD6,651
IE02,UKD7,654
IE02,UKE1,1011
IE02,UKE2,902
IE02,UKE3,855
IE02,UKE4,865
IE02,UKF1,858
IE02,UKF2,939
IE02,UKF3,1037
IE02,UKG1,814
IE02,UKG2,741
IE02,UKG3,798
IE02,UKH1,1228
IE02,UKH2,1105
IE02,UKH3,1200
IE02,UKI1,1162
IE02,UKI2,1146
IE02,UKJ1,1012
IE02,UKJ2,1207
IE02,UKJ3,1095
IE02,UKJ4,1266
IE02,UKK1,902
IE02,UKK2,998
IE02,UKK3,1069
IE02,UKK4,978
IE02,UKL1,644
IE02,UKL2,702
IE02,UKM2,985
IE02,UKM3,836
IE02,UKM5,1315
IE02,UKM6,1316
IE02,UKN0,481
ITC1,AT11,1689
ITC1,AT12,1691
ITC1,AT13,1748
ITC1,AT21,1202
ITC1,AT22,1438
ITC1,AT31,1402
ITC1,AT32,1210
ITC1,AT33,919
ITC1,AT34,709
ITC1,BE10,1668
ITC1,BE21,1744
ITC1,BE22,1687
ITC1,BE23,1764
ITC1,BE24,1687
ITC1,BE25,1786
ITC1,BE31,1647
ITC1,BE32,1645
ITC1,BE33,1580
ITC1,BE34,1382
ITC1,BE35,1560
ITC1,BG31,2866
ITC1,BG32,3236
ITC1,BG33,3492
ITC1,BG34,3404
ITC1,BG41,2859
ITC1,BG42,3139
ITC1,CY00,5668
ITC1,CZ01,1751
ITC1,CZ02,1759
ITC1,CZ03,1562
ITC1,CZ04,1731
ITC1,CZ05,1940
ITC1,CZ06,1886
ITC1,CZ07,2049
ITC1,CZ08,2205
ITC1,DE11,1073
ITC1,DE12,1090
ITC1,DE13,853
ITC1,DE14,901
ITC1,DE21,1102
ITC1,DE22,1303
ITC1,DE23,1357
ITC1,DE24,1426
ITC1,DE25,1257
ITC1,DE26,1331
ITC1,DE27,986
ITC1,DE30,2075
ITC1,DE40,2076
ITC1,DE50,2087
ITC1,DE60,2208
ITC1,DE71,1336
ITC1,DE72,1450
ITC1,DE73,1578
ITC1,DE80,2361
ITC1,DE91,1810
ITC1,DE92,1911
ITC1,DE93,2096
ITC1,DE94,2038
ITC1,DEA1,1692
ITC1,DEA2,1590
ITC1,DEA3,1789
ITC1,DEA4,1817
ITC1,DEA5,1697
ITC1,DEB1,1444
ITC1,DEB2,1341
ITC1,DEB3,1231
ITC1,DEC0,1203
ITC1,DED2,1859
ITC1,DED4,1681
ITC1,DED5,1769
ITC1,DEE0,1844
ITC1,DEF0,2290
ITC1,DEG0,1629
ITC1,DK01,2789
ITC1,DK02,2711
ITC1,DK03,2648
ITC1,DK04,2812
ITC1,DK05,3035
ITC1,EE00,4605
ITC1,EL11,3372
ITC1,EL12,3121
ITC1,EL13,3069
ITC1,EL14,3303
ITC1,EL21,2996
ITC1,EL22,2905
ITC1,EL23,3545
ITC1,EL24,3556
ITC1,EL25,3890
ITC1,EL30,3811
ITC1,EL41,4137
ITC1,EL42,4414
ITC1,EL43,4466
ITC1,ES11,3174
ITC1,ES12,2639
ITC1,ES13,2305
ITC1,ES21,2068
ITC1,ES22,2034
ITC1,ES23,2232
ITC1,ES24,1960
ITC1,ES30,2565
ITC1,ES41,2622
ITC1,ES42,2583
ITC1,ES43,3174
ITC1,ES51,1547
ITC1,ES52,2308
ITC1,ES53,1942
ITC1,ES61,3202
ITC1,ES62,2576
ITC1,ES63,3503
ITC1,ES64,3271
ITC1,ES70,6195
ITC1,FI19,5125
ITC1,FI1B,4788
ITC1,FI1C,4870
ITC1,FI1D,5698
ITC1,FI20,4240
ITC1,FR10,1391
ITC1,FR21,1272
ITC1,FR22,1517
ITC1,FR23,1653
ITC1,FR24,1342
ITC1,FR25,1812
ITC1,FR26,914
ITC1,FR30,1702
ITC1,FR41,1137
ITC1,FR42,935
ITC1,FR43,749
ITC1,FR51,1689
ITC1,FR52,2010
ITC1,FR53,1544
ITC1,FR61,1652
ITC1,FR62,1341
ITC1,FR63,1242
ITC1,FR71,549
ITC1,FR72,909
ITC1,FR81,979
ITC1,FR82,620
ITC1,FR83,871
ITC1,HR03,1426
ITC1,HR04,1531
ITC1,HU10,2022
ITC1,HU21,1874
ITC1,HU22,1709
ITC1,HU23,1794
ITC1,HU31,2295
ITC1,HU32,2398
ITC1,HU33,2186
ITC1,IE01,3448
ITC1,IE02,3246
ITC1,ITC1,132
ITC1,ITC2,229
ITC1,ITC3,351
ITC1,ITC4,332
ITC1,ITF1,1284
ITC1,ITF2,1493
ITC1,ITF3,1596
ITC1,ITF4,1990
ITC1,ITF5,1866
ITC1,ITF6,2245
ITC1,ITG1,2504
ITC1,ITG2,1320
ITC1,ITH1,778
ITC1,ITH2,652
ITC1,ITH3,710
ITC1,ITH4,965
ITC1,ITH5,619
ITC1,ITI1,679
ITC1,ITI2,1015
ITC1,ITI3,1038
ITC1,ITI4,1198
ITC1,LT00,3753
ITC1,LU00,1311
ITC1,LV00,4131
ITC1,MT00,2841
ITC1,NL11,2145
ITC1,NL12,2135
ITC1,NL13,2072
ITC1,NL21,1968
ITC1,NL22,1893
ITC1,NL23,2022
ITC1,NL31,1961
ITC1,NL32,2045
ITC1,NL33,1953
ITC1,NL34,1859
ITC1,NL41,1832
ITC1,NL42,1662
ITC1,PL11,2623
ITC1,PL12,2910
ITC1,PL21,2484
ITC1,PL22,2349
ITC1,PL31,3027
ITC1,PL32,2829
ITC1,PL33,2680
ITC1,PL34,3278
ITC1,PL41,2415
ITC1,PL42,2439
ITC1,PL43,2228
ITC1,PL51,2185
ITC1,PL52,2294
ITC1,PL61,2688
ITC1,PL62,3101
ITC1,PL63,2919
ITC1,PT11,3320
ITC1,PT15,3705
ITC1,PT16,3418
ITC1,PT17,3680
ITC1,PT18,3521
ITC1,PT20,6593
ITC1,PT30,5627
ITC1,RO11,2737
ITC1,RO12,2990
ITC1,RO21,3415
ITC1,RO22,3554
ITC1,RO31,3133
ITC1,RO32,3206
ITC1,RO41,2780
ITC1,RO42,2450
ITC1,SE11,3936
ITC1,SE12,3889
ITC1,SE21,3365
ITC1,SE22,2882
ITC1,SE23,3387
ITC1,SE31,3979
ITC1,SE32,4635
ITC1,SE33,5360
ITC1,SI01,1340
ITC1,SI02,1126
ITC1,SK01,1828
ITC1,SK02,1980
ITC1,SK03,2213
ITC1,SK04,2475
ITC1,UKC1,2874
ITC1,UKC2,2946
ITC1,UKD1,3015
ITC1,UKD3,2747
ITC1,UKD4,2842
ITC1,UKD6,2724
ITC1,UKD7,2789
ITC1,UKE1,2648
ITC1,UKE2,2763
ITC1,UKE3,2634
ITC1,UKE4,2723
ITC1,UKF1,2562
ITC1,UKF2,2423
ITC1,UKF3,2485
ITC1,UKG1,2498
ITC1,UKG2,2598
ITC1,UKG3,2519
ITC1,UKH1,2320
ITC1,UKH2,2246
ITC1,UKH3,2158
ITC1,UKI1,2159
ITC1,UKI2,2172
ITC1,UKJ1,2290
ITC1,UKJ2,2134
ITC1,UKJ3,2270
ITC1,UKJ4,2034
ITC1,UKK1,2439
ITC1,UKK2,2401
ITC1,UKK3,2752
ITC1,UKK4,2587
ITC1,UKL1,2679
ITC1,UKL2,2614
ITC1,UKM2,3339
ITC1,UKM3,3326
ITC1,UKM5,3563
ITC1,UKM6,3679
ITC1,UKN0,3429
ITC2,AT11,1746
ITC2,AT12,1729
ITC2,AT13,1786
ITC2,AT21,1245
ITC2,AT22,1490
ITC2,AT31,1435
ITC2,AT32,1228
ITC2,AT33,947
ITC2,AT34,712
ITC2,BE10,1493
ITC2,BE21,1563
ITC2,BE22,1492
ITC2,BE23,1567
ITC2,BE24,1503
